Gen,NbVert,tRewAvg,tRewMax,tDistMax,vRewAvg,vRewMax,vDistMax,vSuccess,T_mutat,T_eval,T_val,T_total,seed,instrType,instrSetName
51,2141,-149.83,-77.25,82.07,-65.78,-64.59,70.42,0.35,5.12,795.79,9.89,34979.6,1,fixedpt,compZmmul
52,2130,-152.02,-77.83,82.8,-65.44,-62.4,67.88,0.33,4.94,799.85,10.45,35802.56,1,fixedpt,compZmmul
53,2139,-156.56,-63.93,69.31,-59.53,-54.44,60.29,0.35,5.31,873.67,11.12,36701.98,1,fixedpt,compZmmul
54,2142,-152.56,-68.59,73.54,-59.54,-57.32,63.12,0.35,5.36,852.98,10.74,37580.08,1,fixedpt,compZmmul
55,2138,-146.32,-78.68,83.2,-63.42,-55.8,62.0,0.37,5.47,887.91,11.87,38495.09,1,fixedpt,compZmmul
56,2139,-139.04,-61.83,67.14,-56.74,-53.06,59.01,0.35,5.58,954.53,11.65,39476.91,1,fixedpt,compZmmul
57,2150,-154.67,-76.43,80.47,-58.8,-51.99,58.0,0.36,5.68,819.46,11.88,40323.83,1,fixedpt,compZmmul
58,2149,-149.88,-61.03,66.2,-55.09,-51.99,58.0,0.36,6.02,823.21,11.07,41172.36,1,fixedpt,compZmmul
59,2147,-149.0,-69.95,74.48,-55.97,-53.47,59.61,0.37,5.78,914.47,12.06,42113.29,1,fixedpt,compZmmul
60,2142,-160.1,-67.15,71.95,-56.68,-52.45,58.59,0.37,5.83,894.74,12.16,43035.49,1,fixedpt,compZmmul
61,2143,-156.32,-63.85,68.61,-53.18,-50.49,56.15,0.34,5.99,872.92,11.53,43935.35,1,fixedpt,compZmmul
62,2149,-156.8,-62.34,68.2,-52.97,-51.0,56.63,0.34,5.96,911.22,12.44,44875.32,1,fixedpt,compZmmul
63,2152,-152.31,-60.27,65.57,-52.84,-50.49,56.15,0.34,6.11,914.79,11.74,45816.44,1,fixedpt,compZmmul
64,2151,-163.52,-58.26,63.69,-51.55,-50.49,56.15,0.34,6.03,923.63,11.99,46767.69,1,fixedpt,compZmmul
65,2148,-157.0,-60.34,66.07,-52.24,-50.49,56.15,0.34,6.09,896.22,11.92,47691.01,1,fixedpt,compZmmul
66,2143,-166.96,-61.84,67.08,-52.89,-52.21,57.67,0.33,5.87,971.24,12.04,48691.47,1,fixedpt,compZmmul
67,2149,-157.09,-61.83,67.42,-54.54,-51.99,58.0,0.36,6.13,1007.22,12.66,49727.29,1,fixedpt,compZmmul
68,2146,-174.92,-66.83,71.32,-51.92,-50.49,56.15,0.34,6.21,898.02,12.79,50653.44,1,fixedpt,compZmmul
69,2146,-176.92,-62.96,68.29,-52.52,-50.49,56.15,0.34,6.03,861.09,11.52,51540.78,1,fixedpt,compZmmul
70,2150,-154.99,-52.21,57.71,-52.93,-51.62,57.46,0.35,6.14,944.07,11.99,52511.99,1,fixedpt,compZmmul
71,2151,-182.27,-62.99,68.06,-53.59,-50.49,56.15,0.34,6.37,897.04,12.37,53437.03,1,fixedpt,compZmmul
72,2146,-173.08,-65.95,71.4,-51.72,-50.49,56.15,0.34,6.6,1018.04,12.63,54483.59,1,fixedpt,compZmmul
73,2148,-144.4,-59.8,65.11,-52.87,-49.74,56.64,0.41,6.4,937.23,13.68,55449.86,1,fixedpt,compZmmul
74,2149,-172.39,-58.01,63.37,-52.8,-51.62,57.46,0.35,6.64,924.35,13.39,56402.84,1,fixedpt,compZmmul
75,2143,-187.02,-64.79,69.97,-52.86,-52.0,58.0,0.36,6.36,972.81,12.11,57403.32,1,fixedpt,compZmmul
76,2147,-179.2,-65.75,70.8,-52.49,-49.74,56.64,0.41,6.33,919.93,13.6,58353.92,1,fixedpt,compZmmul
77,2149,-160.15,-60.65,65.78,-52.97,-52.02,57.67,0.34,6.5,978.15,12.24,59361.3,1,fixedpt,compZmmul
78,2147,-192.24,-65.91,70.65,-55.25,-53.25,58.76,0.33,6.34,885.5,12.91,60273.97,1,fixedpt,compZmmul
79,2149,-168.67,-60.12,65.91,-52.18,-50.56,56.68,0.37,6.33,996.87,13.89,61300.26,1,fixedpt,compZmmul
80,2149,-154.82,-62.9,68.12,-53.64,-52.0,58.0,0.36,6.56,907.75,13.07,62236.36,1,fixedpt,compZmmul
81,2145,-173.09,-55.35,61.38,-55.19,-52.28,58.13,0.35,6.49,1023.18,12.98,63290.7,1,fixedpt,compZmmul
82,2145,-178.88,-62.22,67.43,-52.16,-50.49,56.15,0.34,6.32,1012.29,13.6,64334.32,1,fixedpt,compZmmul
83,2146,-166.28,-65.28,70.09,-52.6,-50.88,56.72,0.35,6.17,1071.88,13.62,65436.12,1,fixedpt,compZmmul
84,2151,-175.03,-64.48,69.35,-52.11,-50.88,56.72,0.35,6.34,1028.87,13.63,66494.03,1,fixedpt,compZmmul
85,2148,-156.19,-61.68,66.7,-51.95,-50.49,56.15,0.34,6.57,1039.35,13.43,67562.77,1,fixedpt,compZmmul
86,2153,-167.04,-54.69,61.29,-56.35,-50.88,56.72,0.35,6.37,1118.45,13.44,68709.72,1,fixedpt,compZmmul
87,2154,-161.7,-61.25,66.25,-51.47,-47.56,54.12,0.39,6.25,981.41,13.42,69722.72,1,fixedpt,compZmmul
88,2150,-187.13,-61.13,67.04,-52.36,-49.74,56.64,0.41,6.5,1104.94,13.8,70856.92,1,fixedpt,compZmmul
89,2154,-172.22,-65.21,69.93,-51.49,-46.21,52.77,0.39,6.41,1067.33,13.85,71955.58,1,fixedpt,compZmmul
90,2148,-171.1,-61.17,66.54,-48.9,-45.67,52.36,0.4,6.31,1049.99,13.43,73035.69,1,fixedpt,compZmmul
91,2148,-159.89,-59.99,64.44,-51.52,-49.39,55.65,0.37,5.97,1181.96,13.74,74247.43,1,fixedpt,compZmmul
92,2145,-157.22,-59.49,64.85,-49.39,-47.56,54.12,0.39,5.97,1065.91,13.3,75342.75,1,fixedpt,compZmmul
93,2146,-157.46,-58.66,64.48,-44.95,-44.86,51.19,0.38,6.11,1028.66,13.39,76400.41,1,fixedpt,compZmmul
94,2144,-148.98,-54.57,60.14,-48.5,-44.86,51.19,0.38,5.84,1185.58,13.11,77614.33,1,fixedpt,compZmmul
95,2141,-150.47,-54.11,59.75,-46.39,-44.86,51.19,0.38,5.74,1117.56,12.75,78760.25,1,fixedpt,compZmmul
96,2144,-148.6,-56.75,61.99,-49.23,-44.86,51.19,0.38,5.55,1067.88,13.13,79857.63,1,fixedpt,compZmmul
97,2137,-137.68,-50.92,56.31,-48.57,-45.65,52.07,0.38,5.56,1235.81,12.44,81120.65,1,fixedpt,compZmmul
98,2143,-147.07,-61.81,67.47,-49.68,-47.99,54.06,0.36,5.61,1273.99,12.18,82421.88,1,fixedpt,compZmmul
99,2143,-137.93,-50.52,56.48,-48.48,-45.86,52.07,0.37,5.71,1220.3,12.55,83669.27,1,fixedpt,compZmmul
0,2009,-424.14,-278.36,278.36,-302.31,-280.8,280.8,0.0,0.0,219.24,2.43,231.28,0,fixedpt,compZmmul
1,2031,-363.08,-195.6,197.78,-233.6,-212.73,214.69,0.12,1.17,287.57,4.15,533.55,0,fixedpt,compZmmul
2,2052,-341.49,-181.77,182.92,-211.51,-197.99,199.27,0.08,1.19,337.98,3.6,886.9,0,fixedpt,compZmmul
3,2067,-326.63,-177.5,179.18,-209.88,-202.02,203.81,0.11,1.86,368.85,4.27,1271.38,0,fixedpt,compZmmul
4,2076,-313.83,-179.97,179.97,-211.16,-210.44,212.19,0.1,1.96,377.96,3.78,1665.23,0,fixedpt,compZmmul
5,2083,-330.23,-196.05,198.73,-211.11,-210.43,212.18,0.1,2.42,355.3,3.62,2034.19,0,fixedpt,compZmmul
6,2089,-315.45,-154.61,156.98,-197.66,-188.16,190.29,0.13,2.5,378.53,5.21,2429.58,0,fixedpt,compZmmul
7,2100,-303.45,-154.17,155.99,-191.16,-186.99,188.46,0.09,2.62,399.76,5.2,2847.15,0,fixedpt,compZmmul
8,2094,-290.76,-189.84,191.81,-188.16,-188.16,190.29,0.13,2.42,461.21,5.43,3324.99,0,fixedpt,compZmmul
9,2094,-277.41,-135.47,139.58,-159.14,-149.33,151.0,0.1,2.42,458.21,4.76,3801.4,0,fixedpt,compZmmul
10,2095,-269.87,-132.14,135.8,-149.84,-146.88,150.6,0.22,2.54,486.52,5.4,4306.87,0,fixedpt,compZmmul
11,2096,-281.91,-114.14,118.87,-144.21,-127.49,131.68,0.25,2.79,486.19,6.78,4813.02,0,fixedpt,compZmmul
12,2098,-251.36,-129.47,133.25,-127.49,-127.49,131.68,0.25,2.52,520.32,5.91,5351.45,0,fixedpt,compZmmul
13,2102,-266.65,-121.17,124.92,-127.49,-127.49,131.68,0.25,2.74,523.59,7.18,5895.22,0,fixedpt,compZmmul
14,2106,-204.07,-116.87,119.53,-126.91,-125.64,129.64,0.24,2.67,588.53,6.04,6501.98,0,fixedpt,compZmmul
15,2104,-233.39,-112.08,116.28,-126.64,-126.04,130.48,0.26,2.97,540.2,6.9,7061.79,0,fixedpt,compZmmul
16,2111,-228.66,-115.47,118.34,-127.94,-125.64,129.64,0.24,3.1,631.96,7.06,7712.93,0,fixedpt,compZmmul
17,2112,-214.86,-105.87,110.8,-125.26,-124.03,128.25,0.25,3.18,642.26,6.56,8373.25,0,fixedpt,compZmmul
18,2119,-206.0,-104.02,108.09,-124.03,-124.03,128.25,0.25,3.14,600.46,7.73,8994.54,0,fixedpt,compZmmul
19,2123,-202.67,-111.83,116.68,-124.22,-123.95,128.17,0.25,3.4,647.29,7.64,9663.4,0,fixedpt,compZmmul
20,2127,-193.36,-118.3,122.21,-123.96,-123.82,128.26,0.26,3.52,717.61,7.64,10400.52,0,fixedpt,compZmmul
21,2118,-192.33,-125.6,129.32,-123.99,-123.95,128.17,0.25,3.7,703.64,7.81,11124.46,0,fixedpt,compZmmul
22,2122,-173.74,-97.88,101.9,-124.01,-124.01,128.25,0.25,3.83,778.65,9.28,11925.57,0,fixedpt,compZmmul
23,2121,-205.38,-131.35,135.08,-125.12,-124.01,128.25,0.25,3.89,760.25,8.26,12708.16,0,fixedpt,compZmmul
24,2124,-177.79,-105.47,110.43,-126.79,-125.45,129.86,0.26,4.07,776.21,9.94,13508.08,0,fixedpt,compZmmul
25,2124,-179.05,-111.59,116.15,-124.77,-121.68,126.11,0.26,4.07,848.56,8.53,14380.89,0,fixedpt,compZmmul
26,2132,-172.48,-104.05,107.96,-122.49,-122.15,126.37,0.25,4.1,683.79,7.99,15086.2,0,fixedpt,compZmmul
27,2140,-163.75,-96.35,100.72,-121.17,-111.93,116.36,0.26,4.14,809.86,8.78,15919.06,0,fixedpt,compZmmul
28,2129,-166.8,-93.39,97.15,-111.59,-110.27,114.84,0.27,4.24,812.27,9.36,16753.17,0,fixedpt,compZmmul
29,2133,-177.48,-76.08,80.8,-106.34,-90.62,94.86,0.25,4.24,785.33,9.11,17562.29,0,fixedpt,compZmmul
30,2129,-150.42,-71.95,76.92,-83.91,-76.19,80.43,0.25,4.59,829.75,7.91,18415.17,0,fixedpt,compZmmul
31,2127,-168.09,-66.64,71.08,-76.33,-73.92,78.28,0.26,4.86,745.07,8.48,19185.48,0,fixedpt,compZmmul
32,2124,-162.48,-64.3,70.65,-106.08,-102.21,106.9,0.28,4.89,820.35,10.94,20031.39,0,fixedpt,compZmmul
33,2130,-151.48,-52.64,59.06,-84.82,-79.31,83.82,0.27,4.93,828.69,10.06,20884.2,0,fixedpt,compZmmul
34,2134,-195.93,-80.13,84.29,-77.79,-75.34,79.71,0.26,5.3,884.63,10.37,21793.64,0,fixedpt,compZmmul
35,2143,-155.87,-69.36,73.28,-85.15,-83.47,87.9,0.26,5.06,815.53,10.66,22632.68,0,fixedpt,compZmmul
36,2143,-172.78,-72.11,76.4,-80.66,-77.11,81.16,0.24,5.24,770.12,10.65,23430.01,0,fixedpt,compZmmul
37,2138,-164.38,-58.76,63.46,-76.68,-73.55,77.9,0.26,5.39,763.44,10.01,24216.95,0,fixedpt,compZmmul
38,2135,-166.87,-58.52,64.16,-75.95,-73.0,77.37,0.26,5.42,783.5,10.38,25026.91,0,fixedpt,compZmmul
39,2140,-166.16,-65.31,70.63,-76.27,-68.51,73.08,0.27,5.56,749.49,11.08,25803.25,0,fixedpt,compZmmul
40,2148,-150.44,-66.41,71.12,-68.95,-67.3,70.96,0.22,5.55,814.2,10.9,26644.21,0,fixedpt,compZmmul
41,2159,-166.97,-65.9,70.11,-68.12,-67.29,70.95,0.22,5.72,837.74,10.73,27506.93,0,fixedpt,compZmmul
42,2152,-161.49,-65.09,69.08,-66.4,-64.27,67.94,0.22,5.64,768.54,11.76,28301.23,0,fixedpt,compZmmul
43,2154,-202.37,-70.87,74.8,-63.94,-61.19,65.07,0.23,5.75,687.42,11.16,29014.44,0,fixedpt,compZmmul
44,2156,-161.89,-60.25,64.84,-66.78,-61.19,65.07,0.23,5.77,852.89,11.77,29895.69,0,fixedpt,compZmmul
45,2151,-135.43,-50.08,56.6,-69.76,-67.07,71.63,0.27,5.78,684.45,11.96,30608.38,0,fixedpt,compZmmul
46,2154,-141.05,-61.61,66.13,-69.12,-64.26,67.64,0.2,5.73,807.78,13.16,31444.67,0,fixedpt,compZmmul
47,2162,-153.94,-68.56,72.35,-61.99,-59.39,62.95,0.21,5.93,750.4,11.48,32221.03,0,fixedpt,compZmmul
48,2156,-170.81,-59.1,62.98,-61.91,-59.39,62.95,0.21,5.97,832.43,12.19,33082.87,0,fixedpt,compZmmul
49,2153,-167.15,-58.29,62.75,-63.74,-60.66,64.39,0.22,6.1,816.24,11.34,33925.87,0,fixedpt,compZmmul
50,2156,-135.07,-49.07,55.15,-61.68,-60.07,63.77,0.22,6.1,803.5,11.49,34756.64,0,fixedpt,compZmmul
51,2156,-153.99,-61.98,66.24,-64.59,-62.62,66.5,0.23,6.14,784.45,12.37,35569.31,0,fixedpt,compZmmul
52,2157,-136.12,-57.51,62.92,-67.59,-61.25,65.14,0.23,6.13,831.53,11.51,36428.24,0,fixedpt,compZmmul
53,2158,-164.21,-60.77,64.49,-65.37,-61.01,65.08,0.24,6.3,894.2,12.57,37352.07,0,fixedpt,compZmmul
54,2158,-144.86,-57.38,63.46,-66.34,-61.53,65.09,0.21,6.14,847.15,12.21,38227.13,0,fixedpt,compZmmul
55,2157,-161.24,-65.8,69.16,-68.24,-66.96,71.13,0.25,6.2,884.81,12.84,39139.95,0,fixedpt,compZmmul
56,2156,-152.52,-53.8,58.1,-65.96,-61.44,65.84,0.26,6.43,876.89,13.59,40047.5,0,fixedpt,compZmmul
57,2157,-136.57,-51.72,56.52,-65.93,-57.54,61.91,0.26,6.37,883.15,12.61,40957.89,0,fixedpt,compZmmul
58,2155,-144.03,-49.66,54.16,-59.17,-58.69,63.05,0.26,6.12,816.08,13.52,41804.38,0,fixedpt,compZmmul
59,2148,-124.5,-52.42,57.8,-58.01,-57.54,61.91,0.26,6.18,995.47,13.43,42829.34,0,fixedpt,compZmmul
60,2149,-126.25,-56.74,62.01,-61.96,-59.63,63.87,0.25,6.13,974.47,14.9,43835.91,0,fixedpt,compZmmul
61,2147,-129.3,-46.6,50.5,-62.32,-58.11,62.29,0.25,6.15,972.64,14.04,44839.06,0,fixedpt,compZmmul
62,2152,-117.58,-51.71,56.84,-58.77,-57.93,62.11,0.25,6.31,926.03,13.95,45795.46,0,fixedpt,compZmmul
63,2153,-128.85,-49.74,54.32,-58.32,-56.96,61.33,0.26,6.39,1186.06,14.03,47012.61,0,fixedpt,compZmmul
64,2149,-134.27,-63.93,67.6,-59.58,-57.59,61.95,0.26,6.3,1063.2,13.02,48104.93,0,fixedpt,compZmmul
65,2147,-121.9,-45.99,50.95,-59.06,-57.51,61.88,0.26,6.34,1109.17,14.19,49245.07,0,fixedpt,compZmmul
66,2148,-125.58,-54.55,58.75,-60.98,-56.89,61.14,0.25,6.2,1138.26,14.42,50415.6,0,fixedpt,compZmmul
67,2145,-116.52,-48.55,53.47,-57.75,-56.89,61.14,0.25,6.15,1146.55,15.12,51593.6,0,fixedpt,compZmmul
68,2143,-125.24,-51.73,57.2,-62.14,-61.74,66.0,0.25,6.26,1142.09,13.38,52764.77,0,fixedpt,compZmmul
69,2146,-123.09,-54.04,58.63,-59.12,-58.44,62.63,0.25,6.39,1149.62,12.94,53944.33,0,fixedpt,compZmmul
70,2136,-123.93,-49.38,54.5,-60.93,-58.6,62.79,0.25,6.55,1105.37,12.98,55079.68,0,fixedpt,compZmmul
71,2139,-114.36,-50.18,54.79,-66.7,-60.85,65.25,0.26,6.31,1071.5,14.42,56182.29,0,fixedpt,compZmmul
72,2147,-110.6,-51.75,57.31,-61.25,-59.78,63.96,0.25,6.3,1068.95,14.04,57281.3,0,fixedpt,compZmmul
73,2143,-110.88,-41.75,47.07,-58.45,-58.44,62.63,0.25,6.41,1143.34,13.57,58453.1,0,fixedpt,compZmmul
74,2151,-118.01,-53.81,57.76,-61.27,-58.45,62.63,0.25,6.49,1098.5,13.38,59580.77,0,fixedpt,compZmmul
75,2149,-102.68,-51.5,55.47,-61.13,-59.07,63.24,0.25,6.19,1172.38,13.42,60784.22,0,fixedpt,compZmmul
76,2152,-106.98,-54.76,59.52,-61.05,-60.19,64.38,0.25,6.41,1082.14,13.98,61898.06,0,fixedpt,compZmmul
77,2151,-97.89,-45.12,49.77,-60.38,-56.97,61.16,0.25,6.28,1163.61,13.06,63091.19,0,fixedpt,compZmmul
78,2144,-96.17,-45.35,50.38,-61.26,-60.42,64.6,0.25,6.32,1267.88,13.81,64389.44,0,fixedpt,compZmmul
79,2147,-107.85,-51.91,56.65,-59.58,-58.72,62.9,0.25,6.3,1092.09,13.63,65511.64,0,fixedpt,compZmmul
80,2144,-97.46,-57.84,61.69,-58.24,-58.1,62.29,0.25,6.11,1234.92,13.15,66775.5,0,fixedpt,compZmmul
81,2145,-111.6,-58.53,62.72,-58.68,-58.35,62.58,0.25,6.16,1133.17,14.03,67939.34,0,fixedpt,compZmmul
82,2142,-109.36,-53.25,57.8,-59.17,-58.03,62.4,0.26,6.24,1069.11,14.57,69040.3,0,fixedpt,compZmmul
83,2145,-107.18,-55.56,59.22,-58.14,-57.19,61.56,0.26,6.17,1139.59,14.32,70208.92,0,fixedpt,compZmmul
84,2150,-115.47,-61.52,66.2,-58.47,-57.05,61.28,0.25,6.3,1215.52,15.19,71457.03,0,fixedpt,compZmmul
85,2159,-92.23,-54.58,59.13,-59.33,-56.83,61.25,0.26,6.15,1265.72,16.52,72753.51,0,fixedpt,compZmmul
86,2155,-93.19,-49.03,53.77,-59.17,-57.19,61.56,0.26,6.32,1096.32,13.01,73879.39,0,fixedpt,compZmmul
87,2155,-120.07,-59.1,62.92,-57.97,-57.5,61.73,0.25,6.32,1256.03,13.03,75165.65,0,fixedpt,compZmmul
88,2162,-113.45,-58.31,62.57,-59.96,-57.11,61.48,0.26,6.31,1300.28,14.92,76497.6,0,fixedpt,compZmmul
89,2146,-100.08,-59.3,62.81,-57.93,-56.83,61.25,0.26,6.26,1202.35,13.72,77730.75,0,fixedpt,compZmmul
90,2150,-100.35,-48.39,51.86,-61.58,-61.58,65.92,0.26,6.14,1158.11,13.92,78918.39,0,fixedpt,compZmmul
91,2143,-110.08,-57.93,62.85,-57.62,-57.11,61.48,0.26,6.06,1153.41,12.25,80101.21,0,fixedpt,compZmmul
92,2150,-115.48,-60.49,64.58,-59.16,-56.83,61.25,0.26,6.12,1173.2,14.28,81305.65,0,fixedpt,compZmmul
93,2154,-105.67,-59.53,63.41,-58.82,-57.19,61.56,0.26,6.16,1266.14,13.99,82601.19,0,fixedpt,compZmmul
94,2146,-103.25,-47.89,51.46,-58.46,-57.35,61.58,0.25,6.17,1187.2,15.11,83818.65,0,fixedpt,compZmmul
95,2155,-109.86,-61.35,65.24,-58.5,-57.11,61.48,0.26,6.12,1313.59,14.33,85163.39,0,fixedpt,compZmmul
96,2160,-118.01,-62.26,66.16,-60.13,-57.35,61.58,0.25,6.36,1224.68,13.58,86418.16,0,fixedpt,compZmmul
97,2158,-105.98,-51.4,56.7,-59.67,-58.12,62.17,0.24,6.26,1286.01,12.83,87732.14,0,fixedpt,compZmmul
98,2159,-114.95,-61.5,65.5,-58.73,-57.11,61.48,0.26,6.37,1062.86,14.79,88825.65,0,fixedpt,compZmmul
99,2157,-101.98,-53.56,57.87,-57.68,-56.99,61.35,0.26,6.24,1164.87,12.34,90019.07,0,fixedpt,compZmmul
0,2009,-425.06,-273.72,273.72,-293.26,-270.21,270.39,0.01,0.01,217.07,2.53,226.97,2,fixedpt,compBare
1,2031,-383.17,-234.53,235.33,-228.72,-218.71,219.75,0.06,0.69,272.09,3.07,512.03,2,fixedpt,compBare
2,2051,-332.13,-171.15,173.52,-207.11,-185.96,187.98,0.12,0.78,299.82,4.48,825.14,2,fixedpt,compBare
3,2069,-341.94,-184.82,186.01,-198.11,-185.43,187.31,0.11,1.04,362.5,4.59,1202.33,2,fixedpt,compBare
4,2078,-337.23,-175.47,178.43,-190.12,-186.24,188.4,0.13,1.09,397.09,3.3,1612.45,2,fixedpt,compBare
5,2090,-342.15,-175.23,176.93,-183.36,-176.33,178.07,0.1,1.16,394.87,5.33,2022.2,2,fixedpt,compBare
6,2090,-336.98,-177.86,179.75,-187.8,-177.5,179.65,0.13,1.2,424.57,4.86,2462.18,2,fixedpt,compBare
7,2088,-304.36,-164.11,165.9,-187.42,-149.26,150.88,0.1,1.1,435.78,3.7,2911.05,2,fixedpt,compBare
8,2093,-299.69,-96.0,99.23,-191.43,-167.71,169.54,0.11,1.36,449.12,4.46,3374.71,2,fixedpt,compBare
9,2092,-310.34,-121.11,123.34,-158.86,-153.35,155.35,0.12,1.57,449.78,3.63,3838.84,2,fixedpt,compBare
10,2096,-272.58,-103.95,106.25,-149.81,-141.5,144.12,0.17,1.56,510.69,5.14,4364.37,2,fixedpt,compBare
11,2105,-274.62,-115.35,118.03,-132.06,-126.05,128.97,0.18,1.63,497.0,4.66,4876.26,2,fixedpt,compBare
12,2104,-236.1,-90.19,93.09,-128.43,-115.92,118.22,0.15,1.59,553.95,4.43,5445.06,2,fixedpt,compBare
13,2105,-269.87,-93.46,96.18,-124.18,-113.42,115.4,0.12,1.8,565.23,4.54,6024.27,2,fixedpt,compBare
14,2105,-243.17,-89.23,92.47,-113.48,-103.98,106.49,0.15,1.8,569.98,4.56,6609.91,2,fixedpt,compBare
15,2115,-229.38,-74.86,79.41,-110.57,-101.03,103.69,0.16,1.92,603.5,5.04,7229.2,2,fixedpt,compBare
16,2117,-222.85,-74.03,78.8,-104.49,-103.98,106.49,0.15,2.1,616.12,5.2,7862.17,2,fixedpt,compBare
17,2121,-232.88,-79.96,83.63,-102.0,-98.65,101.16,0.15,2.16,623.78,5.11,8503.64,2,fixedpt,compBare
18,2118,-229.85,-86.36,89.31,-99.06,-98.65,101.16,0.15,1.99,594.71,5.38,9114.39,2,fixedpt,compBare
19,2126,-185.65,-72.95,76.49,-107.39,-107.39,109.53,0.13,1.77,677.48,4.58,9808.11,2,fixedpt,compBare
20,2120,-199.92,-91.76,93.87,-106.64,-105.49,108.0,0.15,2.01,628.25,4.69,10453.16,2,fixedpt,compBare
21,2109,-189.44,-80.66,83.85,-103.28,-100.89,103.06,0.13,2.02,627.58,4.53,11095.44,2,fixedpt,compBare
22,2114,-205.44,-76.49,79.33,-102.57,-99.94,102.08,0.13,2.04,662.54,5.14,11772.35,2,fixedpt,compBare
23,2119,-161.39,-89.72,92.2,-100.39,-99.94,102.08,0.13,2.04,677.16,5.07,12465.25,2,fixedpt,compBare
24,2114,-207.6,-98.7,100.59,-100.51,-96.82,98.97,0.13,2.29,650.25,5.15,13130.91,2,fixedpt,compBare
25,2116,-189.2,-79.87,83.61,-95.26,-92.06,95.56,0.21,2.39,676.69,5.5,13824.42,2,fixedpt,compBare
26,2117,-186.08,-73.35,76.88,-97.08,-93.43,95.41,0.12,2.51,644.11,5.77,14485.86,2,fixedpt,compBare
27,2124,-188.42,-68.51,72.14,-89.94,-83.27,86.6,0.2,2.48,690.22,5.26,15192.98,2,fixedpt,compBare
28,2124,-174.8,-70.71,73.83,-88.83,-83.25,86.59,0.2,2.51,726.6,5.27,15937.05,2,fixedpt,compBare
29,2127,-178.02,-71.0,74.21,-89.58,-84.62,87.3,0.16,2.58,692.57,6.35,16646.41,2,fixedpt,compBare
30,2128,-201.56,-67.43,71.25,-84.29,-78.36,81.04,0.16,2.72,671.55,6.04,17335.65,2,fixedpt,compBare
31,2128,-153.14,-62.31,65.31,-79.76,-74.27,76.95,0.16,2.48,627.37,5.94,17980.47,2,fixedpt,compBare
32,2125,-184.85,-64.34,68.51,-78.05,-69.81,73.66,0.23,2.83,635.72,5.71,18633.46,2,fixedpt,compBare
33,2124,-185.42,-63.89,67.84,-85.15,-80.61,83.29,0.16,2.7,682.13,6.36,19333.69,2,fixedpt,compBare
34,2124,-174.85,-60.42,63.51,-68.45,-65.53,68.21,0.16,2.79,679.52,5.79,20031.25,2,fixedpt,compBare
35,2126,-191.73,-79.97,82.74,-67.09,-62.04,65.77,0.22,2.75,664.71,5.85,20712.46,2,fixedpt,compBare
36,2127,-169.72,-52.88,57.73,-69.57,-63.3,67.2,0.23,2.94,653.15,6.11,21383.65,2,fixedpt,compBare
37,2121,-188.29,-65.28,69.28,-65.13,-63.3,67.2,0.23,3.0,625.53,6.28,22026.45,2,fixedpt,compBare
38,2123,-179.72,-61.44,64.94,-65.51,-65.27,67.94,0.16,3.02,636.87,6.87,22681.65,2,fixedpt,compBare
39,2119,-146.55,-56.31,61.65,-64.8,-60.77,64.49,0.22,3.1,726.07,6.15,23425.29,2,fixedpt,compBare
40,2127,-176.57,-59.01,62.77,-60.07,-57.35,60.89,0.21,3.24,690.83,6.85,24135.38,2,fixedpt,compBare
41,2133,-174.42,-52.41,55.62,-62.75,-59.37,63.52,0.24,3.16,680.12,6.19,24833.68,2,fixedpt,compBare
42,2134,-138.9,-59.68,64.5,-60.44,-57.35,60.89,0.21,3.17,713.4,7.54,25567.42,2,fixedpt,compBare
43,2130,-146.19,-54.55,58.21,-62.05,-59.37,63.52,0.24,3.12,681.17,6.97,26267.55,2,fixedpt,compBare
44,2134,-167.86,-52.01,56.65,-64.58,-60.16,64.8,0.28,3.3,710.81,7.08,26997.29,2,fixedpt,compBare
45,2138,-169.57,-66.69,71.74,-59.09,-57.98,62.45,0.26,3.34,665.45,7.74,27682.37,2,fixedpt,compBare
46,2133,-152.28,-54.49,59.81,-61.15,-57.0,60.55,0.21,3.45,727.74,7.45,28429.34,2,fixedpt,compBare
47,2141,-149.37,-53.79,59.96,-58.17,-52.66,56.39,0.22,3.25,771.33,7.34,29220.32,2,fixedpt,compBare
48,2147,-150.82,-58.17,62.55,-59.55,-52.66,56.39,0.22,3.19,784.74,7.73,30023.99,2,fixedpt,compBare
49,2132,-145.09,-54.66,58.23,-62.23,-61.39,65.07,0.21,3.22,789.92,7.42,30833.54,2,fixedpt,compBare
50,2136,-143.29,-46.13,52.3,-60.07,-58.85,63.49,0.28,3.24,785.87,7.53,31638.17,2,fixedpt,compBare
51,2135,-153.65,-63.3,67.51,-57.29,-52.66,56.38,0.22,2.96,802.82,6.95,32459.57,2,fixedpt,compBare
52,2133,-144.12,-55.0,59.26,-53.46,-52.66,56.38,0.22,2.88,784.51,7.39,33263.33,2,fixedpt,compBare
53,2126,-134.73,-54.45,58.57,-58.44,-56.88,61.04,0.25,2.78,790.49,7.55,34073.13,2,fixedpt,compBare
54,2128,-131.96,-54.87,61.06,-59.21,-55.12,59.27,0.24,2.24,816.85,7.35,34907.31,2,fixedpt,compBare
55,2124,-137.6,-51.58,56.12,-61.17,-58.86,63.53,0.28,2.73,814.86,7.48,35741.44,2,fixedpt,compBare
