Gen,NbVert,tRewAvg,tRewMax,tDistMax,vRewAvg,vRewMax,vDistMax,vSuccess,T_mutat,T_eval,T_val,T_total,seed,instrType,instrSetName
50,2148,-95.95,-22.83,30.96,-27.89,-27.6,34.99,0.44,5.81,1172.96,11.34,41558.39,0,double,logexp
51,2150,-107.49,-32.11,38.88,-27.53,-26.53,33.91,0.44,5.61,1147.26,12.95,42735.07,0,double,logexp
52,2153,-87.37,-21.56,32.88,-26.19,-20.51,29.88,0.55,5.64,1233.51,12.6,43997.74,0,double,logexp
53,2148,-106.7,-26.23,34.58,-27.65,-25.54,32.61,0.42,5.98,1262.37,12.35,45290.48,0,double,logexp
54,2141,-95.91,-26.15,36.52,-23.96,-20.51,29.88,0.55,5.94,1187.55,13.15,46507.81,0,double,logexp
55,2144,-107.57,-25.13,33.04,-25.23,-25.07,32.45,0.44,5.84,1306.69,13.02,47843.4,0,double,logexp
56,2142,-96.21,-16.12,26.44,-16.62,-13.96,23.68,0.57,6.16,1306.98,11.21,49179.63,0,double,logexp
57,2132,-92.13,-13.61,23.48,-13.86,-12.83,22.53,0.57,5.95,1288.02,11.02,50493.9,0,double,logexp
58,2140,-93.65,-17.42,27.85,-12.81,-12.71,22.42,0.57,6.28,1256.15,10.97,51779.34,0,double,logexp
59,2144,-105.75,-14.87,24.4,-14.1,-12.71,22.42,0.57,5.81,1279.36,11.34,53086.92,0,double,logexp
60,2142,-112.41,-15.22,25.03,-12.78,-12.71,22.42,0.57,6.16,1141.55,11.7,54258.67,0,double,logexp
61,2144,-108.05,-17.28,26.78,-13.95,-12.81,22.52,0.57,6.38,1267.01,12.06,55555.67,0,double,logexp
62,2142,-117.42,-13.61,23.65,-12.81,-12.71,22.42,0.57,6.39,1144.79,11.63,56729.75,0,double,logexp
63,2145,-120.12,-17.2,27.16,-13.27,-12.78,22.48,0.57,6.54,1378.52,12.88,58139.59,0,double,logexp
64,2143,-129.95,-18.66,27.68,-14.59,-12.71,22.42,0.57,6.36,1176.31,12.7,59345.91,0,double,logexp
65,2148,-116.2,-19.2,28.62,-13.09,-12.78,22.48,0.57,6.83,1217.21,12.89,60594.46,0,double,logexp
66,2149,-97.24,-10.01,20.61,-13.49,-12.8,22.49,0.57,6.56,1300.79,13.3,61928.11,0,double,logexp
67,2155,-109.18,-8.89,18.98,-11.29,-9.87,19.9,0.59,6.85,1235.12,14.17,63195.63,0,double,logexp
68,2163,-110.33,-19.21,28.76,-12.89,-12.81,22.52,0.57,7.0,1282.51,13.02,64508.73,0,double,logexp
69,2155,-109.68,-9.53,20.08,-12.48,-11.23,21.09,0.58,6.52,1226.48,13.28,65766.8,0,double,logexp
70,2152,-102.03,-13.34,23.11,-13.08,-12.8,22.49,0.57,6.39,1255.23,12.87,67052.96,0,double,logexp
71,2153,-96.67,-12.2,22.33,-11.96,-9.87,19.9,0.59,6.46,1310.88,13.74,68395.63,0,double,logexp
72,2148,-108.42,-13.13,23.1,-12.21,-9.87,19.9,0.59,6.72,1250.61,13.61,69677.37,0,double,logexp
73,2149,-96.63,-13.63,24.9,-12.64,-12.64,22.33,0.57,6.45,1366.16,13.47,71072.95,0,double,logexp
74,2152,-86.85,-11.73,22.25,-11.67,-9.87,19.9,0.59,6.4,1308.38,13.75,72411.89,0,double,logexp
75,2160,-114.56,-20.22,29.54,-12.22,-9.87,19.9,0.59,6.89,1245.17,13.54,73690.28,0,double,logexp
76,2159,-90.89,-13.05,23.42,-11.05,-9.87,19.9,0.59,6.51,1287.47,13.47,75010.36,0,double,logexp
77,2160,-86.25,-7.17,18.98,-13.04,-12.84,22.54,0.57,6.9,1427.61,13.57,76469.81,0,double,logexp
78,2167,-77.19,-5.51,17.39,-12.86,-10.91,20.78,0.58,6.63,1409.74,14.58,77912.26,0,double,logexp
79,2158,-95.19,-12.19,22.37,-12.26,-10.09,20.12,0.59,6.71,1326.73,13.73,79270.81,0,double,logexp
80,2157,-81.37,-13.51,23.48,-12.02,-10.09,20.12,0.59,6.68,1423.14,13.36,80724.83,0,double,logexp
81,2151,-86.85,-14.63,24.43,-15.88,-12.62,22.33,0.57,6.27,1450.41,13.33,82206.55,0,double,logexp
82,2155,-89.78,-14.42,24.38,-12.36,-11.5,21.37,0.58,6.72,1333.45,14.85,83573.88,0,double,logexp
83,2157,-74.1,-9.58,20.45,-13.02,-9.95,19.96,0.59,6.72,1393.77,14.38,84998.33,0,double,logexp
84,2154,-78.54,-18.46,27.87,-13.15,-9.95,19.96,0.59,6.58,1450.13,13.5,86480.91,0,double,logexp
85,2160,-82.15,-10.53,21.54,-12.99,-12.99,22.56,0.56,6.59,1439.73,15.55,87951.83,0,double,logexp
86,2158,-93.19,-13.07,23.43,-11.44,-10.91,20.78,0.58,6.8,1356.21,14.24,89340.49,0,double,logexp
87,2164,-84.28,-9.45,20.87,-12.64,-12.64,22.33,0.57,6.93,1441.85,13.91,90815.28,0,double,logexp
88,2165,-101.78,-17.01,26.29,-12.17,-10.91,20.78,0.58,6.52,1555.03,13.26,92401.73,0,double,logexp
89,2168,-90.63,-11.79,22.41,-10.02,-9.97,19.96,0.59,6.3,1378.93,13.11,93812.11,0,double,logexp
90,2168,-100.43,-8.75,19.88,-10.96,-9.89,19.92,0.59,6.62,1326.9,13.44,95169.62,0,double,logexp
91,2160,-108.62,-13.57,23.87,-11.73,-9.89,19.92,0.59,6.58,1361.32,14.78,96564.67,0,double,logexp
92,2165,-116.16,-15.19,25.1,-11.7,-10.03,20.06,0.59,6.53,1344.48,14.29,97942.06,0,double,logexp
93,2163,-98.34,-8.34,20.2,-15.05,-12.69,22.35,0.57,6.83,1370.97,14.21,99344.43,0,double,logexp
94,2164,-104.98,-14.76,24.7,-11.98,-9.95,19.96,0.59,6.95,1368.5,14.19,100744.08,0,double,logexp
95,2164,-98.34,-16.66,26.54,-11.39,-10.03,20.06,0.59,6.87,1404.22,14.09,102181.2,0,double,logexp
96,2162,-103.98,-17.59,27.22,-10.9,-9.95,19.96,0.59,6.41,1402.51,14.78,103616.19,0,double,logexp
97,2158,-119.4,-11.64,22.05,-10.19,-9.93,19.96,0.59,6.63,1384.04,14.49,105031.27,0,double,logexp
98,2167,-118.3,-15.02,25.82,-10.47,-7.71,18.62,0.65,6.99,1272.88,14.95,106336.69,0,double,logexp
99,2173,-113.25,-12.61,23.73,-9.46,-7.71,18.62,0.65,6.78,1341.82,14.3,107710.68,0,double,logexp
0,2009,-429.99,-287.85,288.02,-322.55,-302.55,302.55,0.0,0.01,202.66,2.35,213.11,5,double,comp
1,2029,-369.04,-183.53,185.5,-253.27,-247.12,247.79,0.04,0.64,294.64,3.87,521.29,5,double,comp
2,2047,-350.82,-183.14,183.14,-222.67,-208.14,208.14,0.0,0.59,332.32,3.86,865.62,5,double,comp
3,2063,-335.58,-174.1,174.29,-201.4,-179.42,179.59,0.01,0.89,376.6,3.23,1254.08,5,double,comp
4,2069,-327.09,-174.87,175.05,-195.85,-179.42,179.59,0.01,1.22,395.83,2.49,1662.04,5,double,comp
5,2079,-296.03,-161.49,163.03,-203.67,-168.67,169.52,0.05,1.21,421.27,4.22,2096.33,5,double,comp
6,2087,-275.36,-109.46,112.43,-173.44,-108.62,111.6,0.18,1.11,452.51,4.18,2561.71,5,double,comp
7,2091,-269.3,-102.2,105.56,-151.55,-108.62,111.6,0.18,1.45,457.05,3.75,3032.11,5,double,comp
8,2093,-287.07,-114.86,115.72,-112.85,-108.62,111.6,0.18,1.5,463.56,4.09,3509.4,5,double,comp
9,2091,-272.98,-113.83,116.38,-108.62,-108.62,111.6,0.18,1.64,465.22,4.31,3989.74,5,double,comp
10,2095,-255.87,-108.57,111.05,-105.75,-98.71,102.34,0.22,1.58,473.46,4.51,4477.3,5,double,comp
11,2096,-249.58,-108.18,110.55,-103.9,-98.69,102.33,0.22,1.77,531.67,4.93,5022.36,5,double,comp
12,2106,-266.81,-92.25,95.26,-97.55,-93.91,98.06,0.25,2.04,539.58,5.02,5576.4,5,double,comp
13,2109,-266.26,-102.23,105.87,-95.83,-93.92,98.08,0.25,1.82,553.84,5.38,6146.89,5,double,comp
14,2111,-230.47,-92.21,96.0,-93.88,-93.77,97.94,0.25,2.04,600.67,5.78,6764.36,5,double,comp
15,2110,-224.85,-93.57,96.55,-94.51,-92.98,97.29,0.26,2.24,586.59,6.2,7366.92,5,double,comp
16,2115,-262.4,-103.1,106.46,-96.22,-92.98,97.29,0.26,2.33,585.41,6.7,7970.42,5,double,comp
17,2117,-254.2,-84.84,88.32,-93.06,-88.68,92.64,0.24,2.31,596.66,6.69,8584.33,5,double,comp
18,2121,-217.31,-84.35,88.65,-88.49,-87.61,91.75,0.25,2.2,657.32,6.41,9259.42,5,double,comp
19,2123,-256.97,-85.79,88.54,-89.72,-81.5,85.46,0.24,2.55,637.24,7.14,9914.5,5,double,comp
20,2125,-195.55,-77.26,81.02,-85.86,-79.4,83.75,0.26,2.4,742.51,6.97,10674.41,5,double,comp
21,2122,-215.97,-77.61,80.74,-80.64,-79.32,83.62,0.26,2.58,741.66,7.23,11434.21,5,double,comp
22,2128,-203.51,-79.28,82.77,-75.44,-66.83,70.99,0.25,2.61,757.22,7.38,12209.57,5,double,comp
23,2131,-216.07,-74.19,78.33,-67.32,-66.83,70.99,0.25,2.82,777.48,7.74,13005.36,5,double,comp
24,2129,-212.94,-71.13,75.15,-67.42,-66.83,70.99,0.25,2.87,764.83,7.71,13790.02,5,double,comp
25,2131,-188.05,-73.77,77.05,-70.82,-67.12,71.28,0.25,2.95,794.34,7.88,14604.59,5,double,comp
26,2128,-207.49,-71.34,75.73,-67.92,-66.14,70.3,0.25,2.9,823.33,9.2,15447.18,5,double,comp
27,2130,-203.44,-72.14,75.93,-65.61,-62.46,66.6,0.25,3.24,871.93,9.72,16340.13,5,double,comp
28,2137,-197.02,-61.4,65.63,-72.15,-59.9,64.04,0.25,3.45,865.37,9.68,17226.58,5,double,comp
29,2131,-187.79,-67.02,71.71,-75.83,-64.46,68.63,0.25,3.24,896.97,9.45,18145.0,5,double,comp
30,2135,-182.13,-63.77,67.29,-60.92,-54.76,58.89,0.25,3.33,961.49,9.22,19127.81,5,double,comp
31,2128,-162.68,-63.0,67.4,-54.76,-54.76,58.89,0.25,3.36,1049.79,9.86,20198.96,5,double,comp
32,2137,-157.3,-51.01,55.29,-54.45,-54.14,58.27,0.25,3.38,1090.39,10.17,21310.7,5,double,comp
33,2140,-142.53,-58.43,62.32,-54.99,-54.45,58.59,0.25,3.57,1059.15,10.42,22392.34,5,double,comp
34,2133,-146.43,-55.62,60.3,-53.41,-48.92,54.08,0.31,3.46,1136.84,9.94,23549.85,5,double,comp
35,2137,-153.31,-65.38,69.08,-46.83,-45.34,50.5,0.31,3.59,1142.2,9.24,24711.84,5,double,comp
36,2138,-137.17,-46.83,52.98,-45.62,-45.62,50.78,0.31,3.53,1216.74,8.9,25950.25,5,double,comp
37,2139,-142.91,-51.9,56.31,-46.07,-45.34,50.5,0.31,3.58,1165.87,9.52,27135.49,5,double,comp
38,2144,-138.22,-52.09,57.21,-45.8,-45.36,50.52,0.31,3.59,1120.87,9.5,28278.1,5,double,comp
39,2141,-127.21,-49.28,53.65,-45.22,-43.6,48.76,0.31,3.54,1172.27,9.6,29471.64,5,double,comp
40,2146,-135.86,-57.55,62.25,-47.01,-43.61,48.77,0.31,3.49,1136.45,10.52,30630.49,5,double,comp
41,2145,-137.85,-46.27,51.31,-45.64,-44.0,49.17,0.31,3.71,1191.83,9.74,31844.42,5,double,comp
42,2149,-107.43,-47.6,53.11,-46.21,-43.87,49.33,0.33,3.4,1201.38,9.74,33067.88,5,double,comp
43,2152,-128.76,-51.38,56.05,-44.14,-43.42,48.61,0.31,3.74,1184.0,9.6,34273.52,5,double,comp
44,2147,-121.83,-50.4,55.48,-44.45,-43.6,48.76,0.31,3.59,1181.68,9.77,35475.59,5,double,comp
45,2138,-127.37,-50.78,55.49,-44.75,-43.42,48.61,0.31,3.83,1173.99,9.42,36672.06,5,double,comp
46,2137,-122.68,-42.04,47.19,-43.63,-43.57,49.0,0.33,3.31,1150.48,8.66,37842.9,5,double,comp
47,2142,-118.27,-51.09,55.79,-43.02,-40.41,45.69,0.32,3.44,1128.1,9.78,38992.27,5,double,comp
48,2142,-133.66,-49.47,54.99,-43.12,-40.41,45.69,0.32,3.51,1116.38,8.85,40129.34,5,double,comp
49,2139,-116.63,-48.42,53.44,-44.03,-43.53,48.99,0.33,3.41,1195.41,9.06,41345.3,5,double,comp
50,2137,-133.82,-54.1,58.91,-43.3,-41.98,47.29,0.32,3.39,1172.49,9.69,42540.58,5,double,comp
51,2140,-117.44,-50.26,54.81,-45.14,-43.42,48.61,0.31,3.3,1207.52,9.19,43769.35,5,double,comp
52,2134,-125.59,-43.25,49.41,-41.54,-40.33,45.62,0.32,3.26,1171.11,9.23,44961.65,5,double,comp
53,2140,-142.68,-53.21,58.14,-42.59,-40.41,45.69,0.32,2.98,1173.15,9.25,46154.69,5,double,comp
54,2137,-123.8,-35.85,41.96,-40.35,-40.33,45.62,0.32,2.96,1202.66,8.86,47377.25,5,double,comp
55,2135,-119.99,-43.57,48.02,-41.26,-40.33,45.62,0.32,2.91,1225.62,9.53,48621.84,5,double,comp
56,2134,-131.66,-42.52,45.8,-43.28,-43.28,48.72,0.33,3.11,1231.53,8.73,49872.65,5,double,comp
57,2132,-126.31,-42.43,47.49,-40.61,-40.33,45.62,0.32,3.1,1240.04,9.06,51132.29,5,double,comp
58,2136,-132.52,-50.89,55.47,-42.49,-40.41,45.69,0.32,2.92,1229.88,9.49,52382.74,5,double,comp
59,2133,-127.52,-49.1,53.74,-41.79,-40.33,45.62,0.32,3.14,1250.29,9.58,53654.46,5,double,comp
60,2127,-116.12,-45.2,50.26,-41.21,-40.33,45.62,0.32,3.0,1210.17,9.62,54884.82,5,double,comp
61,2129,-116.98,-42.86,48.25,-41.33,-40.33,45.62,0.32,2.97,1152.3,9.28,56056.84,5,double,comp
62,2131,-124.44,-42.87,47.63,-43.91,-40.33,45.62,0.32,3.02,1287.94,9.29,57365.01,5,double,comp
63,2136,-123.6,-45.43,50.44,-41.69,-40.41,45.69,0.32,3.12,1175.5,9.16,58562.21,5,double,comp
64,2132,-125.12,-45.25,50.13,-43.03,-40.85,46.66,0.35,3.03,1260.92,8.72,59843.12,5,double,comp
65,2136,-124.49,-50.45,54.73,-41.93,-40.41,45.69,0.32,2.94,1180.44,9.77,61044.22,5,double,comp
66,2139,-118.73,-38.9,43.34,-41.95,-39.87,45.34,0.33,3.16,1219.7,9.85,62285.61,5,double,comp
67,2139,-111.63,-44.19,49.4,-41.83,-39.11,44.74,0.34,3.03,1258.92,9.72,63566.11,5,double,comp
68,2136,-109.73,-41.3,46.05,-41.61,-38.7,44.52,0.35,3.05,1305.34,9.78,64893.82,5,double,comp
69,2138,-113.1,-36.77,42.15,-45.73,-45.63,50.26,0.28,3.15,1323.64,9.36,66239.34,5,double,comp
70,2135,-111.47,-42.67,47.55,-41.68,-38.5,44.48,0.36,2.99,1301.22,9.14,67559.47,5,double,comp
71,2135,-108.55,-38.75,44.95,-39.38,-38.13,43.79,0.34,3.17,1293.5,9.97,68874.69,5,double,comp
72,2135,-111.64,-33.88,39.66,-38.44,-37.83,43.99,0.37,3.17,1280.7,9.57,70175.17,5,double,comp
73,2135,-113.49,-36.13,42.07,-39.51,-38.5,44.48,0.36,3.22,1250.25,9.32,71447.27,5,double,comp
74,2140,-95.08,-38.11,43.38,-36.95,-35.14,41.48,0.38,3.13,1269.28,10.06,72736.84,5,double,comp
75,2142,-110.66,-43.75,48.83,-38.38,-37.83,43.99,0.37,3.38,1323.69,9.02,74080.41,5,double,comp
76,2140,-101.93,-34.0,41.25,-36.49,-34.03,40.59,0.39,3.4,1289.23,9.74,75390.74,5,double,comp
77,2142,-86.57,-38.59,44.22,-36.23,-34.03,40.59,0.39,3.19,1296.54,10.41,76709.89,5,double,comp
78,2144,-97.74,-32.38,39.88,-36.37,-34.3,40.64,0.38,3.55,1400.0,10.49,78132.6,5,double,comp
79,2144,-110.13,-45.78,50.69,-33.82,-32.9,39.07,0.37,3.54,1237.42,10.26,79392.22,5,double,comp
80,2145,-89.9,-37.45,43.42,-34.06,-33.08,39.26,0.37,3.43,1275.41,10.28,80690.16,5,double,comp
81,2149,-96.72,-27.11,33.98,-34.03,-33.47,40.56,0.42,3.59,1305.19,10.25,82016.92,5,double,comp
82,2139,-89.58,-36.32,43.06,-33.5,-31.68,37.85,0.37,3.64,1372.85,10.52,83412.26,5,double,comp
83,2133,-105.52,-37.16,43.27,-34.19,-32.9,39.07,0.37,3.36,1350.33,10.57,84784.58,5,double,comp
84,2135,-87.98,-34.86,41.52,-34.59,-33.11,39.45,0.38,3.43,1439.75,11.25,86247.48,5,double,comp
85,2133,-83.96,-35.79,41.33,-32.12,-31.68,37.85,0.37,3.6,1352.12,10.41,87621.9,5,double,comp
86,2141,-95.7,-34.94,41.49,-32.64,-31.68,37.85,0.37,3.39,1410.25,11.22,89054.65,5,double,comp
87,2143,-90.47,-33.0,39.25,-32.74,-31.68,37.85,0.37,3.65,1409.67,11.7,90488.11,5,double,comp
88,2145,-85.36,-30.37,38.11,-33.46,-32.39,39.3,0.41,3.53,1412.17,10.52,91922.52,5,double,comp
89,2147,-95.38,-34.84,40.76,-32.64,-32.0,38.18,0.37,3.59,1366.2,10.36,93310.34,5,double,comp
90,2140,-87.79,-31.11,37.73,-32.51,-29.76,37.19,0.44,3.63,1376.55,10.96,94709.29,5,double,comp
91,2137,-94.23,-31.27,35.95,-35.0,-31.68,37.85,0.37,3.18,1346.19,10.37,96076.93,5,double,comp
92,2135,-102.46,-40.8,46.46,-34.44,-31.68,37.85,0.37,3.13,1372.76,9.5,97469.68,5,double,comp
93,2135,-102.19,-32.96,38.19,-36.47,-33.19,39.36,0.37,3.27,1364.05,9.52,98853.42,5,double,comp
94,2141,-91.06,-35.13,40.44,-35.13,-34.81,40.85,0.36,3.27,1414.44,9.31,100288.85,5,double,comp
95,2141,-96.42,-32.01,39.61,-29.67,-29.33,36.76,0.44,3.29,1366.41,10.99,101677.81,5,double,comp
96,2142,-94.96,-28.01,35.79,-29.49,-28.83,36.09,0.43,3.0,1381.3,10.88,103079.65,5,double,comp
97,2129,-94.79,-35.28,42.29,-29.49,-28.83,36.09,0.43,3.09,1391.03,10.61,104493.62,5,double,comp
98,2127,-89.69,-27.55,33.03,-33.48,-30.5,36.48,0.36,2.94,1453.88,11.37,105971.0,5,double,comp
99,2131,-85.28,-22.16,29.21,-31.33,-28.32,34.97,0.4,3.18,1456.67,10.75,107450.43,5,double,comp
0,2009,-415.2,-254.81,254.81,-289.79,-271.05,271.05,0.0,0.01,204.4,1.85,214.52,1,float,comp
1,2029,-355.83,-194.88,196.87,-207.05,-189.18,191.82,0.16,0.66,285.17,2.8,509.91,1,float,comp
2,2048,-349.11,-188.83,190.94,-191.02,-178.74,178.9,0.01,0.78,335.83,2.91,857.06,1,float,comp
3,2064,-326.29,-173.92,176.27,-178.7,-170.7,173.54,0.17,0.8,356.51,4.49,1226.08,1,float,comp
4,2074,-337.42,-167.9,170.5,-168.15,-155.4,156.51,0.07,0.98,368.6,3.66,1607.39,1,float,comp
5,2084,-321.21,-159.63,162.17,-165.64,-148.96,152.48,0.21,0.95,381.92,4.34,2002.21,1,float,comp
6,2081,-300.52,-165.2,166.36,-160.68,-148.02,151.33,0.2,1.22,430.13,3.87,2445.84,1,float,comp
7,2091,-297.45,-168.89,171.37,-141.97,-134.08,138.84,0.28,1.17,453.84,5.37,2914.61,1,float,comp
8,2093,-290.98,-150.7,155.64,-134.28,-134.08,138.84,0.28,1.42,470.37,4.39,3399.32,1,float,comp
9,2105,-256.58,-131.0,135.37,-133.34,-130.89,135.46,0.27,1.28,515.2,5.34,3928.28,1,float,comp
10,2106,-252.28,-150.89,152.68,-142.73,-134.28,138.67,0.26,1.46,513.19,4.75,4455.81,1,float,comp
11,2112,-226.2,-118.28,123.21,-133.81,-133.43,138.02,0.27,1.6,599.36,5.0,5070.93,1,float,comp
12,2112,-223.22,-117.2,122.28,-134.71,-132.78,137.41,0.27,1.96,614.85,5.47,5701.6,1,float,comp
13,2122,-272.13,-160.21,163.81,-137.24,-131.34,136.12,0.28,2.21,622.95,6.21,6340.5,1,float,comp
14,2128,-219.19,-129.29,131.44,-126.25,-118.89,122.76,0.23,2.54,670.48,6.28,7026.56,1,float,comp
15,2128,-227.4,-131.51,135.56,-124.89,-121.9,126.47,0.27,2.85,681.51,6.8,7725.5,1,float,comp
16,2127,-220.89,-115.2,118.56,-125.36,-122.05,125.7,0.22,2.62,673.35,6.94,8417.73,1,float,comp
17,2131,-223.4,-113.4,116.68,-120.71,-115.56,120.36,0.28,2.81,666.34,6.57,9102.06,1,float,comp
18,2136,-230.01,-117.96,121.19,-120.16,-115.56,120.36,0.28,2.67,656.59,6.81,9777.83,1,float,comp
19,2140,-198.49,-121.14,125.25,-118.3,-113.33,117.94,0.27,2.65,784.84,7.88,10580.51,1,float,comp
20,2137,-228.89,-128.16,132.24,-116.01,-112.14,116.85,0.28,2.99,726.56,7.96,11326.99,1,float,comp
21,2139,-217.53,-126.84,129.54,-111.94,-111.63,116.34,0.28,3.09,722.04,7.75,12067.87,1,float,comp
22,2131,-215.53,-123.28,126.84,-114.23,-111.63,116.34,0.28,2.98,808.55,7.74,12896.37,1,float,comp
23,2143,-218.85,-132.03,135.45,-111.79,-109.98,114.69,0.28,2.99,766.72,7.68,13681.57,1,float,comp
24,2140,-208.24,-126.18,129.79,-111.57,-110.54,115.25,0.28,3.05,805.75,9.47,14508.47,1,float,comp
25,2133,-202.49,-115.21,119.62,-109.76,-109.2,113.91,0.28,3.11,836.4,8.37,15365.94,1,float,comp
26,2130,-197.07,-124.14,128.62,-113.88,-109.98,114.69,0.28,3.1,877.6,9.5,16263.67,1,float,comp
27,2134,-188.35,-120.76,124.13,-112.78,-111.78,116.93,0.3,3.17,832.25,7.08,17115.43,1,float,comp
28,2135,-198.59,-125.24,129.6,-112.51,-109.98,114.69,0.28,2.9,930.36,7.32,18063.23,1,float,comp
29,2139,-171.18,-106.14,110.52,-112.18,-108.58,113.29,0.28,3.09,947.45,8.32,19030.43,1,float,comp
30,2139,-205.34,-121.51,125.78,-111.15,-106.65,111.75,0.3,3.16,947.08,9.05,19999.08,1,float,comp
31,2149,-195.97,-122.67,126.82,-112.02,-108.06,112.77,0.28,3.11,880.77,8.49,20900.03,1,float,comp
32,2138,-205.05,-131.31,135.41,-109.58,-106.65,111.75,0.3,3.04,942.74,9.15,21862.35,1,float,comp
33,2135,-183.97,-118.72,123.13,-110.11,-106.65,111.75,0.3,3.21,1023.14,9.09,22907.19,1,float,comp
34,2138,-182.63,-116.25,120.41,-109.28,-108.3,113.41,0.3,3.3,901.03,7.42,23826.83,1,float,comp
35,2138,-162.31,-110.6,114.15,-107.25,-105.7,110.53,0.29,3.06,933.81,9.89,24783.01,1,float,comp
36,2145,-183.02,-115.43,119.69,-106.12,-103.63,108.56,0.29,3.29,991.46,10.74,25797.14,1,float,comp
37,2146,-177.36,-113.91,118.12,-108.15,-101.12,106.23,0.3,3.43,1023.32,10.76,26842.34,1,float,comp
38,2155,-169.02,-104.4,109.59,-105.7,-105.7,110.53,0.29,3.48,1021.68,9.53,27885.51,1,float,comp
39,2153,-163.67,-102.06,106.67,-102.15,-101.12,106.23,0.3,3.24,994.86,9.6,28901.31,1,float,comp
40,2143,-159.46,-97.63,101.04,-101.12,-101.12,106.23,0.3,3.22,1054.36,9.69,29976.31,1,float,comp
41,2138,-185.45,-114.89,118.91,-104.06,-101.12,106.23,0.3,3.13,1071.45,9.64,31069.63,1,float,comp
42,2139,-182.94,-116.82,121.23,-103.67,-100.84,106.12,0.31,3.07,1172.48,9.41,32263.48,1,float,comp
43,2138,-153.88,-102.09,106.61,-102.0,-101.05,106.16,0.3,3.08,1057.39,9.06,33341.86,1,float,comp
44,2141,-176.58,-114.94,119.51,-103.92,-100.02,105.14,0.3,2.76,1173.11,9.67,34536.41,1,float,comp
45,2140,-160.45,-104.47,109.38,-100.74,-100.46,105.4,0.29,3.19,1170.83,9.43,35728.64,1,float,comp
46,2144,-155.28,-102.3,106.86,-100.16,-99.96,104.89,0.29,2.96,1194.02,9.93,36944.31,1,float,comp
47,2139,-172.95,-110.56,114.8,-100.56,-99.96,104.89,0.29,3.07,1224.77,9.71,38190.51,1,float,comp
48,2139,-192.61,-122.03,126.36,-101.89,-100.46,105.4,0.29,3.03,1186.88,9.95,39398.46,1,float,comp
49,2144,-169.29,-113.22,117.19,-104.1,-99.96,104.89,0.29,3.11,1177.49,9.7,40596.84,1,float,comp
50,2149,-153.7,-103.72,107.53,-103.13,-103.1,108.04,0.29,3.08,1114.28,10.3,41732.93,1,float,comp
51,2151,-173.26,-111.08,115.64,-102.78,-101.05,106.16,0.3,3.2,1126.2,9.72,42880.46,1,float,comp
52,2145,-192.92,-122.41,125.72,-103.17,-100.46,105.4,0.29,2.96,1188.6,9.69,44088.58,1,float,comp
53,2135,-158.9,-102.51,108.19,-100.92,-100.81,105.75,0.29,2.94,1208.61,10.09,45318.43,1,float,comp
54,2142,-171.75,-108.66,113.55,-102.67,-100.79,105.89,0.3,3.0,1212.33,9.88,46551.43,1,float,comp
55,2137,-186.31,-109.9,114.33,-102.15,-100.46,105.4,0.29,2.9,1098.69,9.02,47670.37,1,float,comp
56,2133,-152.89,-86.54,90.68,-100.45,-100.14,104.9,0.28,2.66,1247.73,9.48,48938.36,1,float,comp
57,2136,-170.81,-108.86,113.12,-101.21,-100.14,104.9,0.28,2.74,1206.17,9.69,50165.41,1,float,comp
58,2135,-168.53,-104.06,108.78,-100.27,-99.9,104.65,0.28,2.6,1186.01,9.72,51370.65,1,float,comp
59,2135,-186.53,-107.82,112.61,-100.9,-100.46,105.4,0.29,2.65,1245.06,9.69,52635.53,1,float,comp
60,2130,-188.75,-102.63,105.65,-100.18,-99.25,103.99,0.28,2.72,1173.21,9.56,53829.16,1,float,comp
61,2132,-166.66,-102.48,106.68,-99.09,-99.04,103.78,0.28,2.83,1236.07,9.75,55085.93,1,float,comp
62,2137,-162.83,-93.54,98.01,-99.85,-99.77,104.52,0.28,2.73,1256.64,9.68,56363.77,1,float,comp
63,2136,-187.56,-114.92,118.72,-100.44,-99.06,103.8,0.28,2.9,1346.46,10.05,57730.52,1,float,comp
64,2138,-173.76,-98.17,101.94,-97.44,-95.76,100.51,0.28,2.95,1319.05,10.26,59071.03,1,float,comp
65,2137,-148.85,-75.91,82.13,-96.97,-96.95,101.88,0.29,2.9,1274.01,10.5,60366.03,1,float,comp
66,2143,-192.98,-118.42,122.09,-99.26,-96.54,101.3,0.28,3.22,1381.65,10.96,61771.52,1,float,comp
67,2147,-185.88,-105.57,110.59,-98.02,-95.79,100.54,0.28,3.27,1438.96,10.75,63232.86,1,float,comp
68,2149,-154.87,-94.33,98.42,-97.43,-95.73,100.45,0.28,3.18,1291.0,11.3,64546.31,1,float,comp
69,2153,-182.83,-112.93,116.73,-98.07,-95.65,100.42,0.28,3.36,1324.74,10.66,65892.68,1,float,comp
70,2150,-176.86,-106.16,110.56,-98.52,-96.7,101.44,0.28,3.4,1418.28,10.84,67333.04,1,float,comp
71,2151,-160.44,-92.1,96.64,-97.57,-95.65,100.42,0.28,3.2,1376.92,12.33,68733.46,1,float,comp
72,2143,-177.9,-113.45,117.65,-98.31,-96.7,101.44,0.28,3.25,1547.99,12.35,70305.07,1,float,comp
73,2141,-158.61,-102.09,106.6,-96.45,-95.65,100.42,0.28,3.47,1458.75,12.4,71787.52,1,float,comp
