Gen,NbVert,tRewAvg,tRewMax,tDistMax,vRewAvg,vRewMax,vDistMax,vSuccess,T_mutat,T_eval,T_val,T_total,seed,instrType,instrSetName,useInstrTrig,useInstrLogExp,useInstrComparison,useInstrExpensiveArithmetic,useInstrZmmul,useInstrLog2Exp2
7,2091,-282.68,-146.7,146.7,-159.34,-157.71,157.89,0.01,2.07,299.49,2.72,2335.44,2,fixedpt,trigo,True,False,True,True,False,False
8,2093,-255.92,-123.55,123.91,-157.74,-148.11,148.11,0.0,2.29,311.13,3.45,2661.66,2,fixedpt,trigo,True,False,True,True,False,False
9,2094,-274.0,-125.35,125.69,-150.35,-147.45,147.45,0.0,2.56,318.45,4.07,2997.73,2,fixedpt,trigo,True,False,True,True,False,False
10,2091,-274.76,-142.09,142.43,-150.49,-141.82,142.3,0.03,2.71,332.26,4.34,3346.24,2,fixedpt,trigo,True,False,True,True,False,False
11,2095,-259.38,-115.73,116.08,-138.86,-133.44,133.44,0.0,3.0,317.72,4.75,3681.12,2,fixedpt,trigo,True,False,True,True,False,False
12,2101,-222.97,-110.83,111.89,-135.98,-130.46,130.46,0.0,3.06,371.87,4.98,4070.55,2,fixedpt,trigo,True,False,True,True,False,False
13,2104,-244.14,-116.72,117.06,-130.31,-118.81,119.34,0.03,3.37,400.2,4.64,4487.04,2,fixedpt,trigo,True,False,True,True,False,False
14,2106,-225.52,-109.7,110.21,-133.44,-133.44,133.44,0.0,3.5,392.49,5.11,4898.34,2,fixedpt,trigo,True,False,True,True,False,False
15,2105,-218.69,-100.91,101.95,-124.15,-123.44,123.6,0.01,3.62,444.53,5.4,5361.51,2,fixedpt,trigo,True,False,True,True,False,False
16,2111,-237.85,-93.79,94.44,-124.49,-120.34,120.51,0.01,3.88,397.34,6.18,5779.4,2,fixedpt,trigo,True,False,True,True,False,False
17,2119,-246.05,-104.4,105.59,-121.37,-117.5,117.84,0.02,3.77,396.45,5.84,6196.98,2,fixedpt,trigo,True,False,True,True,False,False
18,2114,-221.32,-88.01,88.55,-122.36,-120.83,121.18,0.02,3.87,394.23,5.39,6610.14,2,fixedpt,trigo,True,False,True,True,False,False
19,2117,-225.92,-96.19,96.37,-119.15,-112.9,113.08,0.01,3.63,430.89,6.23,7062.29,2,fixedpt,trigo,True,False,True,True,False,False
20,2122,-206.07,-107.01,107.55,-120.06,-117.45,118.14,0.04,3.67,445.25,6.38,7528.85,2,fixedpt,trigo,True,False,True,True,False,False
21,2119,-210.34,-94.35,95.24,-117.01,-109.61,110.62,0.06,3.7,439.08,6.82,7987.81,2,fixedpt,trigo,True,False,True,True,False,False
22,2117,-208.32,-86.53,87.9,-115.25,-111.66,112.52,0.05,3.69,468.73,6.42,8474.88,2,fixedpt,trigo,True,False,True,True,False,False
23,2111,-210.37,-101.47,102.49,-111.64,-107.71,108.37,0.04,3.68,491.41,6.97,8986.34,2,fixedpt,trigo,True,False,True,True,False,False
24,2122,-201.69,-90.16,91.34,-107.88,-100.46,101.47,0.06,3.8,512.69,6.54,9517.9,2,fixedpt,trigo,True,False,True,True,False,False
25,2123,-185.69,-83.87,85.58,-100.56,-100.46,101.47,0.06,4.06,544.31,6.83,10082.92,2,fixedpt,trigo,True,False,True,True,False,False
26,2125,-176.8,-84.69,85.21,-100.11,-98.44,99.65,0.07,4.26,500.49,6.95,10604.51,2,fixedpt,trigo,True,False,True,True,False,False
27,2130,-153.39,-87.48,89.04,-97.82,-95.86,97.43,0.09,3.95,603.86,7.07,11229.36,2,fixedpt,trigo,True,False,True,True,False,False
28,2132,-171.99,-78.33,79.54,-97.47,-96.53,97.93,0.08,4.21,639.99,7.37,11891.65,2,fixedpt,trigo,True,False,True,True,False,False
29,2129,-170.67,-87.42,87.95,-102.54,-97.69,98.9,0.07,4.26,606.93,8.13,12519.54,2,fixedpt,trigo,True,False,True,True,False,False
30,2128,-170.16,-88.91,90.66,-106.51,-99.45,100.46,0.06,4.29,614.72,7.82,13156.25,2,fixedpt,trigo,True,False,True,True,False,False
31,2129,-154.46,-80.58,82.04,-97.5,-96.42,97.63,0.07,4.47,575.72,7.37,13753.73,2,fixedpt,trigo,True,False,True,True,False,False
32,2128,-162.68,-81.79,83.25,-97.18,-95.34,96.56,0.07,4.36,608.44,7.61,14383.64,2,fixedpt,trigo,True,False,True,True,False,False
33,2131,-165.56,-86.34,87.77,-95.12,-93.85,95.09,0.07,4.53,667.24,8.15,15073.89,2,fixedpt,trigo,True,False,True,True,False,False
34,2139,-161.13,-78.2,79.25,-98.99,-98.17,99.55,0.08,4.93,609.57,8.94,15708.28,2,fixedpt,trigo,True,False,True,True,False,False
35,2140,-155.9,-95.74,96.8,-98.01,-94.75,96.15,0.08,4.75,654.27,8.47,16384.61,2,fixedpt,trigo,True,False,True,True,False,False
36,2142,-157.92,-87.41,89.34,-96.14,-91.68,92.57,0.05,5.02,603.2,8.45,17011.28,2,fixedpt,trigo,True,False,True,True,False,False
37,2146,-148.03,-86.0,87.87,-96.18,-94.13,95.33,0.07,5.1,647.51,8.84,17681.33,2,fixedpt,trigo,True,False,True,True,False,False
38,2149,-143.13,-75.08,78.05,-97.82,-95.11,96.5,0.08,5.32,649.54,8.42,18353.75,2,fixedpt,trigo,True,False,True,True,False,False
39,2149,-140.6,-86.01,88.18,-93.87,-93.8,95.32,0.09,5.01,736.18,8.46,19112.39,2,fixedpt,trigo,True,False,True,True,False,False
40,2144,-143.6,-89.43,90.8,-94.87,-89.7,91.61,0.11,5.12,714.21,8.45,19850.21,2,fixedpt,trigo,True,False,True,True,False,False
41,2137,-132.72,-82.03,83.75,-96.48,-92.8,94.33,0.09,5.29,696.19,9.61,20570.84,2,fixedpt,trigo,True,False,True,True,False,False
42,2138,-136.43,-75.91,77.46,-94.32,-91.77,93.15,0.08,5.19,698.46,8.67,21293.84,2,fixedpt,trigo,True,False,True,True,False,False
43,2138,-128.66,-76.48,78.41,-94.04,-93.84,95.56,0.1,5.16,691.98,8.39,22009.01,2,fixedpt,trigo,True,False,True,True,False,False
44,2145,-143.23,-85.93,87.31,-91.53,-91.43,92.95,0.09,5.4,741.05,9.06,22773.75,2,fixedpt,trigo,True,False,True,True,False,False
45,2141,-130.07,-81.05,83.29,-95.29,-92.58,93.94,0.08,5.5,670.72,8.99,23468.6,2,fixedpt,trigo,True,False,True,True,False,False
46,2141,-130.31,-73.23,76.49,-93.55,-91.36,92.75,0.08,5.55,681.02,9.47,24173.68,2,fixedpt,trigo,True,False,True,True,False,False
47,2138,-121.28,-68.14,70.58,-93.56,-92.88,94.43,0.09,5.35,725.75,9.45,24924.17,2,fixedpt,trigo,True,False,True,True,False,False
48,2145,-137.92,-92.05,93.2,-97.37,-94.45,95.82,0.08,5.36,706.86,9.61,25654.78,2,fixedpt,trigo,True,False,True,True,False,False
49,2152,-116.81,-75.48,78.25,-96.11,-92.56,93.89,0.08,5.2,727.18,9.52,26406.42,2,fixedpt,trigo,True,False,True,True,False,False
50,2156,-137.72,-82.68,83.74,-96.55,-93.69,95.43,0.1,5.61,683.13,9.56,27113.27,2,fixedpt,trigo,True,False,True,True,False,False
51,2152,-118.63,-79.15,82.66,-94.07,-93.36,95.06,0.1,5.25,736.13,8.84,27872.77,2,fixedpt,trigo,True,False,True,True,False,False
52,2150,-136.03,-85.96,88.42,-91.02,-86.96,88.35,0.08,5.83,698.19,9.73,28596.29,2,fixedpt,trigo,True,False,True,True,False,False
53,2144,-119.41,-69.88,72.16,-92.9,-92.52,94.07,0.09,5.51,725.23,9.48,29346.17,2,fixedpt,trigo,True,False,True,True,False,False
54,2146,-114.32,-67.68,70.12,-89.75,-86.96,88.35,0.08,5.33,695.82,8.86,30064.81,2,fixedpt,trigo,True,False,True,True,False,False
55,2150,-125.96,-72.95,73.98,-93.96,-86.55,87.92,0.08,5.45,728.85,9.6,30818.58,2,fixedpt,trigo,True,False,True,True,False,False
56,2148,-131.32,-83.9,85.42,-91.86,-89.6,91.15,0.09,5.33,739.82,9.74,31582.73,2,fixedpt,trigo,True,False,True,True,False,False
57,2146,-120.71,-77.5,79.72,-90.47,-89.57,91.11,0.09,5.56,745.83,9.73,32353.7,2,fixedpt,trigo,True,False,True,True,False,False
58,2149,-113.29,-72.82,75.24,-89.0,-88.93,90.47,0.09,5.22,759.71,9.77,33139.79,2,fixedpt,trigo,True,False,True,True,False,False
59,2144,-129.46,-82.08,83.33,-90.92,-88.6,89.82,0.07,5.54,696.52,10.1,33862.93,2,fixedpt,trigo,True,False,True,True,False,False
60,2151,-126.55,-74.55,76.69,-90.95,-88.4,90.15,0.1,5.35,764.09,10.72,34652.44,2,fixedpt,trigo,True,False,True,True,False,False
61,2149,-121.64,-64.54,66.98,-90.88,-87.95,89.85,0.11,5.79,804.77,10.0,35482.5,2,fixedpt,trigo,True,False,True,True,False,False
62,2148,-133.87,-73.33,76.79,-92.5,-87.31,88.35,0.06,5.38,729.25,10.0,36237.89,2,fixedpt,trigo,True,False,True,True,False,False
63,2157,-135.6,-81.08,82.14,-89.01,-88.38,89.92,0.09,5.69,789.64,10.75,37054.03,2,fixedpt,trigo,True,False,True,True,False,False
64,2154,-134.25,-63.98,66.39,-89.14,-87.11,88.47,0.08,5.47,772.54,10.11,37851.2,2,fixedpt,trigo,True,False,True,True,False,False
65,2146,-144.54,-82.52,83.76,-93.08,-87.52,89.05,0.09,5.35,753.53,10.51,38629.68,2,fixedpt,trigo,True,False,True,True,False,False
66,2153,-150.38,-85.87,87.47,-87.14,-86.55,87.91,0.08,5.16,772.77,10.48,39428.41,2,fixedpt,trigo,True,False,True,True,False,False
67,2148,-130.54,-64.66,66.18,-94.52,-87.55,89.09,0.09,5.24,757.66,10.19,40210.9,2,fixedpt,trigo,True,False,True,True,False,False
68,2149,-150.97,-79.58,81.32,-87.14,-86.67,88.2,0.09,4.93,833.54,10.3,41070.52,2,fixedpt,trigo,True,False,True,True,False,False
69,2155,-138.3,-72.52,74.6,-87.45,-87.02,88.56,0.09,5.13,835.13,9.98,41930.54,2,fixedpt,trigo,True,False,True,True,False,False
70,2155,-169.28,-86.6,87.83,-91.52,-91.15,92.87,0.1,4.85,758.91,9.28,42712.95,2,fixedpt,trigo,True,False,True,True,False,False
71,2150,-158.03,-81.77,83.54,-87.93,-87.11,88.65,0.09,5.11,775.48,9.78,43511.67,2,fixedpt,trigo,True,False,True,True,False,False
72,2142,-152.37,-78.71,80.26,-89.42,-88.44,89.81,0.08,4.73,795.68,9.52,44331.64,2,fixedpt,trigo,True,False,True,True,False,False
73,2144,-157.31,-89.2,90.38,-87.56,-86.7,88.23,0.09,4.65,830.91,9.79,45186.93,2,fixedpt,trigo,True,False,True,True,False,False
74,2145,-148.41,-67.36,69.98,-90.55,-88.92,90.66,0.1,4.8,825.62,9.46,46035.76,2,fixedpt,trigo,True,False,True,True,False,False
75,2146,-147.7,-73.09,75.67,-90.75,-87.52,89.06,0.09,4.93,863.79,10.88,46926.67,2,fixedpt,trigo,True,False,True,True,False,False
76,2147,-156.55,-86.92,88.64,-90.25,-87.8,89.0,0.07,4.88,870.15,10.16,47821.55,2,fixedpt,trigo,True,False,True,True,False,False
77,2152,-134.47,-66.55,68.96,-87.62,-87.42,88.96,0.09,5.03,908.32,11.04,48757.07,2,fixedpt,trigo,True,False,True,True,False,False
78,2151,-150.18,-86.01,87.75,-88.72,-88.14,89.67,0.09,5.01,918.45,11.11,49699.75,2,fixedpt,trigo,True,False,True,True,False,False
79,2153,-133.82,-72.82,74.05,-88.71,-87.98,89.67,0.1,5.02,910.29,11.04,50636.63,2,fixedpt,trigo,True,False,True,True,False,False
80,2147,-143.28,-78.09,79.66,-87.17,-86.52,88.22,0.1,4.75,910.23,10.99,51572.56,2,fixedpt,trigo,True,False,True,True,False,False
81,2149,-119.04,-70.8,72.7,-92.24,-91.1,92.45,0.08,4.8,905.34,9.68,52503.61,2,fixedpt,trigo,True,False,True,True,False,False
82,2144,-137.42,-72.25,73.45,-87.5,-84.5,86.19,0.1,5.07,869.21,10.2,53397.29,2,fixedpt,trigo,True,False,True,True,False,False
83,2154,-134.79,-74.27,76.54,-87.6,-86.07,87.58,0.09,4.97,881.74,11.35,54304.55,2,fixedpt,trigo,True,False,True,True,False,False
84,2155,-122.24,-66.92,69.1,-85.04,-84.5,86.19,0.1,5.24,931.94,11.06,55265.78,2,fixedpt,trigo,True,False,True,True,False,False
85,2150,-118.16,-70.24,72.53,-88.56,-86.11,87.65,0.09,4.85,961.8,10.73,56254.85,2,fixedpt,trigo,True,False,True,True,False,False
86,2152,-113.05,-68.49,71.05,-85.5,-85.0,86.7,0.1,4.97,1019.11,11.31,57298.58,2,fixedpt,trigo,True,False,True,True,False,False
87,2159,-129.26,-77.33,78.22,-86.12,-85.47,87.18,0.1,5.17,1068.59,11.59,58393.54,2,fixedpt,trigo,True,False,True,True,False,False
88,2156,-119.6,-67.27,69.88,-87.15,-85.51,87.21,0.1,4.96,1021.29,10.87,59440.28,2,fixedpt,trigo,True,False,True,True,False,False
89,2159,-134.82,-77.77,79.47,-86.91,-85.36,87.04,0.1,4.8,1042.24,11.32,60510.11,2,fixedpt,trigo,True,False,True,True,False,False
90,2159,-122.17,-84.99,85.68,-87.62,-85.88,87.57,0.1,4.8,974.21,10.59,61508.76,2,fixedpt,trigo,True,False,True,True,False,False
91,2162,-125.15,-75.2,77.25,-86.18,-85.66,87.36,0.1,4.92,1080.03,11.02,62616.84,2,fixedpt,trigo,True,False,True,True,False,False
92,2160,-111.79,-67.67,69.4,-86.8,-85.12,87.0,0.11,5.15,1040.66,11.28,63682.85,2,fixedpt,trigo,True,False,True,True,False,False
93,2155,-126.54,-82.44,83.49,-88.08,-85.17,86.85,0.1,5.3,1042.64,11.37,64750.51,2,fixedpt,trigo,True,False,True,True,False,False
94,2148,-122.79,-76.06,77.59,-86.76,-85.32,86.86,0.09,4.96,980.72,11.28,65757.14,2,fixedpt,trigo,True,False,True,True,False,False
95,2150,-115.54,-67.97,70.04,-86.28,-85.07,87.08,0.12,4.65,1012.87,11.25,66794.9,2,fixedpt,trigo,True,False,True,True,False,False
96,2154,-120.43,-68.25,70.01,-85.73,-84.99,86.9,0.11,4.91,993.6,10.84,67812.32,2,fixedpt,trigo,True,False,True,True,False,False
97,2151,-122.4,-73.95,75.16,-87.91,-86.46,87.97,0.09,4.67,1030.99,11.7,68869.82,2,fixedpt,trigo,True,False,True,True,False,False
98,2160,-140.75,-88.17,89.03,-86.25,-86.2,87.9,0.1,4.67,1051.01,11.33,69946.12,2,fixedpt,trigo,True,False,True,True,False,False
99,2153,-132.35,-76.37,78.3,-89.38,-88.96,91.0,0.12,4.76,968.52,10.3,70938.98,2,fixedpt,trigo,True,False,True,True,False,False
0,2009,-430.74,-294.16,294.16,-312.94,-306.6,306.6,0.0,0.0,219.22,2.57,232.92,3,fixedpt,trigo,True,False,True,True,False,False
1,2029,-384.77,-219.73,220.88,-237.12,-224.34,225.65,0.08,1.02,322.89,4.06,570.51,3,fixedpt,trigo,True,False,True,True,False,False
2,2049,-343.3,-216.25,216.43,-229.35,-222.54,223.05,0.03,1.33,393.9,4.25,979.37,3,fixedpt,trigo,True,False,True,True,False,False
3,2064,-341.67,-204.83,206.2,-211.06,-202.86,204.0,0.07,1.43,459.54,4.05,1452.83,3,fixedpt,trigo,True,False,True,True,False,False
4,2074,-325.72,-202.5,203.34,-207.47,-192.6,193.88,0.08,1.8,513.61,4.35,1981.07,3,fixedpt,trigo,True,False,True,True,False,False
5,2084,-318.61,-187.98,189.1,-199.02,-192.96,193.96,0.06,2.09,505.73,4.32,2502.58,3,fixedpt,trigo,True,False,True,True,False,False
6,2085,-299.72,-170.01,171.88,-194.41,-191.05,192.36,0.08,2.19,510.03,4.64,3029.17,3,fixedpt,trigo,True,False,True,True,False,False
7,2090,-294.49,-159.06,160.58,-180.52,-173.23,175.22,0.12,2.18,531.91,5.2,3578.33,3,fixedpt,trigo,True,False,True,True,False,False
8,2094,-295.77,-164.29,166.04,-179.43,-170.45,172.09,0.1,2.35,543.05,4.94,4138.87,3,fixedpt,trigo,True,False,True,True,False,False
9,2088,-294.11,-154.49,156.72,-173.47,-163.67,165.3,0.1,2.39,538.76,5.34,4694.04,3,fixedpt,trigo,True,False,True,True,False,False
10,2092,-267.31,-156.06,158.04,-164.84,-161.85,164.01,0.13,2.61,610.24,5.23,5322.1,3,fixedpt,trigo,True,False,True,True,False,False
11,2093,-258.0,-144.69,146.83,-160.32,-159.04,161.03,0.12,2.62,607.28,5.85,5947.29,3,fixedpt,trigo,True,False,True,True,False,False
12,2095,-266.18,-156.96,158.25,-161.82,-157.71,159.52,0.11,2.56,577.34,5.96,6542.99,3,fixedpt,trigo,True,False,True,True,False,False
13,2100,-252.55,-165.54,167.63,-158.35,-154.36,156.51,0.13,2.52,654.76,4.96,7215.67,3,fixedpt,trigo,True,False,True,True,False,False
14,2100,-236.52,-132.53,135.46,-156.51,-153.71,155.72,0.12,2.53,611.07,5.07,7842.69,3,fixedpt,trigo,True,False,True,True,False,False
15,2104,-270.57,-150.91,152.88,-155.57,-151.31,153.47,0.13,2.62,586.52,5.08,8446.64,3,fixedpt,trigo,True,False,True,True,False,False
16,2097,-260.33,-162.94,164.36,-155.22,-153.71,155.72,0.12,2.51,572.66,4.87,9037.07,3,fixedpt,trigo,True,False,True,True,False,False
17,2105,-275.32,-151.36,152.86,-155.51,-153.22,155.38,0.13,2.48,567.74,5.07,9622.03,3,fixedpt,trigo,True,False,True,True,False,False
18,2111,-243.42,-141.31,143.31,-154.79,-153.71,156.21,0.15,2.69,632.92,5.38,10272.43,3,fixedpt,trigo,True,False,True,True,False,False
19,2110,-228.22,-125.79,128.29,-153.65,-151.06,153.24,0.13,2.58,597.65,5.91,10888.41,3,fixedpt,trigo,True,False,True,True,False,False
20,2109,-260.24,-150.07,151.92,-153.11,-151.08,153.26,0.13,2.79,616.46,5.43,11522.37,3,fixedpt,trigo,True,False,True,True,False,False
21,2116,-246.96,-137.79,140.43,-152.11,-150.14,152.29,0.13,2.73,633.58,5.44,12175.94,3,fixedpt,trigo,True,False,True,True,False,False
22,2116,-242.47,-147.45,150.12,-156.81,-150.44,152.61,0.13,2.95,661.26,6.21,12855.7,3,fixedpt,trigo,True,False,True,True,False,False
23,2126,-240.9,-134.78,137.28,-152.53,-150.57,152.74,0.13,3.3,629.05,6.01,13503.02,3,fixedpt,trigo,True,False,True,True,False,False
24,2121,-232.61,-126.87,130.53,-151.3,-148.0,150.18,0.13,3.22,685.86,6.47,14209.16,3,fixedpt,trigo,True,False,True,True,False,False
25,2118,-264.56,-162.72,164.54,-152.03,-148.03,150.21,0.13,3.45,652.97,6.53,14881.04,3,fixedpt,trigo,True,False,True,True,False,False
26,2115,-224.83,-150.69,152.6,-149.49,-148.03,150.21,0.13,3.4,696.62,7.11,15599.1,3,fixedpt,trigo,True,False,True,True,False,False
27,2113,-234.83,-140.97,143.57,-148.98,-147.88,150.21,0.14,3.57,658.57,7.07,16277.05,3,fixedpt,trigo,True,False,True,True,False,False
28,2118,-207.18,-139.32,141.36,-148.03,-147.97,150.15,0.13,3.58,678.54,8.43,16980.05,3,fixedpt,trigo,True,False,True,True,False,False
29,2118,-215.56,-128.27,130.54,-150.38,-147.45,149.63,0.13,3.78,694.39,8.15,17695.89,3,fixedpt,trigo,True,False,True,True,False,False
30,2124,-212.97,-133.24,134.92,-152.73,-148.79,150.96,0.13,3.84,680.94,6.78,18398.88,3,fixedpt,trigo,True,False,True,True,False,False
31,2134,-231.66,-153.08,155.04,-148.78,-146.11,148.29,0.13,4.03,742.43,8.67,19163.75,3,fixedpt,trigo,True,False,True,True,False,False
32,2124,-224.65,-141.57,145.16,-146.6,-146.11,148.29,0.13,4.26,774.82,7.28,19961.03,3,fixedpt,trigo,True,False,True,True,False,False
33,2130,-184.22,-142.18,144.17,-145.84,-143.73,145.91,0.13,4.22,801.96,8.01,20782.96,3,fixedpt,trigo,True,False,True,True,False,False
34,2130,-211.7,-126.92,129.32,-149.23,-148.62,150.6,0.12,4.22,715.71,7.64,21521.36,3,fixedpt,trigo,True,False,True,True,False,False
35,2132,-186.17,-115.0,117.45,-146.93,-146.83,149.0,0.13,4.6,770.15,8.61,22314.06,3,fixedpt,trigo,True,False,True,True,False,False
36,2138,-209.83,-144.39,146.52,-144.89,-143.01,145.19,0.13,4.55,778.24,8.59,23115.91,3,fixedpt,trigo,True,False,True,True,False,False
37,2145,-212.96,-138.38,141.22,-142.86,-141.4,143.58,0.13,5.02,791.49,8.66,23931.11,3,fixedpt,trigo,True,False,True,True,False,False
38,2141,-190.38,-122.7,125.38,-143.19,-141.04,143.23,0.13,4.76,752.69,9.14,24706.71,3,fixedpt,trigo,True,False,True,True,False,False
39,2143,-201.99,-131.85,134.88,-142.37,-140.29,142.48,0.13,4.86,823.11,9.5,25552.36,3,fixedpt,trigo,True,False,True,True,False,False
40,2142,-202.51,-139.61,141.21,-143.94,-143.44,145.59,0.13,4.93,768.71,9.94,26346.16,3,fixedpt,trigo,True,False,True,True,False,False
41,2140,-192.17,-128.11,130.15,-143.56,-141.04,143.23,0.13,4.9,846.92,8.96,27217.73,3,fixedpt,trigo,True,False,True,True,False,False
42,2134,-216.06,-152.96,155.04,-140.63,-134.91,137.05,0.13,4.92,871.65,9.56,28113.01,3,fixedpt,trigo,True,False,True,True,False,False
43,2139,-195.41,-131.45,133.75,-139.05,-134.75,136.92,0.13,4.89,875.83,8.91,29011.77,3,fixedpt,trigo,True,False,True,True,False,False
44,2144,-194.77,-133.18,135.32,-137.07,-135.35,137.51,0.13,4.81,930.33,9.74,29965.82,3,fixedpt,trigo,True,False,True,True,False,False
45,2138,-181.78,-127.6,129.74,-137.16,-136.18,138.36,0.13,4.75,851.16,9.02,30840.14,3,fixedpt,trigo,True,False,True,True,False,False
46,2137,-170.17,-120.71,121.91,-131.39,-130.95,133.13,0.13,4.78,865.19,9.32,31729.19,3,fixedpt,trigo,True,False,True,True,False,False
47,2130,-172.63,-121.69,123.99,-134.9,-134.89,137.04,0.13,4.78,872.34,9.2,32626.86,3,fixedpt,trigo,True,False,True,True,False,False
48,2131,-172.18,-124.55,127.49,-132.11,-129.69,131.87,0.13,4.57,929.39,9.01,33581.04,3,fixedpt,trigo,True,False,True,True,False,False
49,2132,-184.84,-127.28,129.43,-130.88,-130.5,132.68,0.13,4.78,841.96,10.3,34447.59,3,fixedpt,trigo,True,False,True,True,False,False
50,2135,-180.48,-123.5,125.53,-132.68,-130.9,133.09,0.13,4.77,879.92,9.97,35352.47,3,fixedpt,trigo,True,False,True,True,False,False
51,2138,-166.67,-112.34,114.53,-132.69,-131.07,133.42,0.14,5.07,959.72,10.77,36337.23,3,fixedpt,trigo,True,False,True,True,False,False
52,2137,-167.71,-127.62,129.12,-130.41,-129.38,131.56,0.13,4.89,893.74,10.14,37255.87,3,fixedpt,trigo,True,False,True,True,False,False
53,2148,-184.41,-131.0,133.43,-131.72,-130.19,132.37,0.13,5.13,863.43,9.95,38145.47,3,fixedpt,trigo,True,False,True,True,False,False
54,2155,-192.59,-133.21,135.03,-131.68,-130.5,132.68,0.13,5.42,896.74,10.65,39068.19,3,fixedpt,trigo,True,False,True,True,False,False
55,2154,-185.37,-132.18,134.02,-131.28,-130.68,132.86,0.13,5.49,877.85,10.8,39972.25,3,fixedpt,trigo,True,False,True,True,False,False
56,2148,-185.06,-127.34,131.07,-133.48,-130.2,132.37,0.13,5.22,978.71,10.51,40976.33,3,fixedpt,trigo,True,False,True,True,False,False
57,2150,-181.23,-135.56,137.46,-131.53,-130.68,132.86,0.13,5.3,952.62,10.77,41954.62,3,fixedpt,trigo,True,False,True,True,False,False
58,2147,-155.99,-118.67,120.71,-131.26,-130.34,132.51,0.13,4.96,1026.78,10.7,43006.37,3,fixedpt,trigo,True,False,True,True,False,False
59,2144,-160.79,-110.48,113.18,-131.84,-130.82,132.99,0.13,5.19,989.33,12.53,44022.06,3,fixedpt,trigo,True,False,True,True,False,False
60,2139,-170.85,-125.68,129.67,-130.7,-127.97,130.46,0.15,5.18,1045.69,10.91,45093.34,3,fixedpt,trigo,True,False,True,True,False,False
61,2141,-178.84,-133.99,135.81,-130.45,-130.09,132.1,0.12,4.98,1064.38,12.24,46186.65,3,fixedpt,trigo,True,False,True,True,False,False
62,2145,-175.95,-122.84,125.69,-127.89,-127.89,130.55,0.16,4.91,1064.26,11.76,47278.28,3,fixedpt,trigo,True,False,True,True,False,False
63,2148,-163.14,-114.3,117.69,-127.87,-127.63,130.29,0.16,5.0,1120.54,12.6,48427.21,3,fixedpt,trigo,True,False,True,True,False,False
64,2151,-166.95,-112.04,114.68,-127.84,-127.63,130.29,0.16,4.8,1061.97,11.38,49515.67,3,fixedpt,trigo,True,False,True,True,False,False
65,2149,-170.17,-131.17,133.77,-127.71,-127.12,129.76,0.16,5.1,1062.37,12.72,50605.63,3,fixedpt,trigo,True,False,True,True,False,False
66,2152,-156.91,-101.17,104.86,-127.82,-127.69,130.35,0.16,5.21,1088.86,11.87,51721.03,3,fixedpt,trigo,True,False,True,True,False,False
67,2152,-168.51,-124.65,127.58,-127.42,-126.41,129.05,0.16,5.16,1164.95,12.03,52915.32,3,fixedpt,trigo,True,False,True,True,False,False
68,2153,-167.2,-131.46,134.14,-126.62,-126.07,128.72,0.16,4.94,1264.1,12.32,54208.04,3,fixedpt,trigo,True,False,True,True,False,False
69,2145,-160.91,-111.07,114.67,-126.89,-126.28,128.93,0.16,5.06,1293.16,11.84,55528.22,3,fixedpt,trigo,True,False,True,True,False,False
70,2137,-161.81,-110.47,112.62,-125.63,-124.99,127.63,0.16,5.27,1259.33,12.17,56815.96,3,fixedpt,trigo,True,False,True,True,False,False
71,2140,-167.32,-122.74,126.77,-126.82,-126.5,129.14,0.16,5.19,1270.93,12.12,58114.38,3,fixedpt,trigo,True,False,True,True,False,False
72,2145,-149.43,-111.1,114.97,-125.6,-125.07,127.72,0.16,5.25,1304.39,13.53,59448.81,3,fixedpt,trigo,True,False,True,True,False,False
73,2149,-170.04,-130.8,133.28,-127.6,-126.72,129.36,0.16,5.29,1275.67,12.53,60753.44,3,fixedpt,trigo,True,False,True,True,False,False
74,2145,-171.91,-128.01,130.58,-126.35,-125.05,127.68,0.16,5.26,1305.98,12.44,62088.78,3,fixedpt,trigo,True,False,True,True,False,False
75,2150,-152.39,-107.67,110.48,-126.04,-125.59,128.24,0.16,5.23,1146.81,13.28,63261.82,3,fixedpt,trigo,True,False,True,True,False,False
76,2153,-178.19,-129.41,132.52,-125.88,-125.03,127.68,0.16,5.43,1329.08,12.44,64618.41,3,fixedpt,trigo,True,False,True,True,False,False
77,2152,-175.67,-127.24,130.51,-124.68,-124.57,127.2,0.16,5.47,1211.4,12.95,65857.0,3,fixedpt,trigo,True,False,True,True,False,False
78,2150,-168.25,-122.14,125.09,-125.51,-125.4,128.06,0.16,5.47,1287.32,12.68,67171.74,3,fixedpt,trigo,True,False,True,True,False,False
79,2150,-155.43,-107.07,111.05,-124.94,-124.57,127.2,0.16,5.54,1314.51,12.99,68514.88,3,fixedpt,trigo,True,False,True,True,False,False
80,2156,-154.85,-103.06,106.61,-125.6,-122.03,124.82,0.17,5.44,1224.5,13.78,69768.47,3,fixedpt,trigo,True,False,True,True,False,False
81,2152,-145.88,-110.53,114.89,-121.94,-121.27,124.23,0.18,5.31,1221.02,12.12,71016.71,3,fixedpt,trigo,True,False,True,True,False,False
82,2150,-159.32,-108.33,110.61,-122.93,-122.18,124.97,0.17,5.23,1147.04,14.12,72193.08,3,fixedpt,trigo,True,False,True,True,False,False
83,2148,-161.88,-128.84,131.15,-122.18,-120.4,123.37,0.18,5.2,1271.17,13.46,73491.31,3,fixedpt,trigo,True,False,True,True,False,False
