Gen,NbVert,tRewAvg,tRewMax,tDistMax,vRewAvg,vRewMax,vDistMax,vSuccess,T_mutat,T_eval,T_val,T_total,seed,instrType,instrSetName
0,2009,-423.11,-292.38,292.38,-289.63,-265.92,265.92,0.0,0.0,221.35,2.57,234.37,9,fixedpt,l2e2compZmmul
1,2030,-360.87,-205.07,205.07,-239.1,-219.13,221.28,0.13,1.16,293.82,3.12,543.66,9,fixedpt,l2e2compZmmul
2,2050,-366.95,-189.88,192.01,-210.21,-208.36,208.36,0.0,1.49,331.25,3.3,890.1,9,fixedpt,l2e2compZmmul
3,2064,-344.77,-191.73,193.22,-198.3,-190.0,191.82,0.11,1.62,362.03,4.58,1267.52,9,fixedpt,l2e2compZmmul
4,2079,-331.13,-174.06,175.09,-190.45,-174.21,174.55,0.02,1.74,388.79,3.89,1671.91,9,fixedpt,l2e2compZmmul
5,2084,-283.07,-135.42,139.34,-158.77,-142.92,146.09,0.19,1.69,406.97,4.64,2095.62,9,fixedpt,l2e2compZmmul
6,2089,-340.31,-155.19,158.25,-141.79,-127.87,131.94,0.24,2.14,440.99,5.01,2552.83,9,fixedpt,l2e2compZmmul
7,2096,-309.59,-137.1,138.96,-145.1,-142.92,146.09,0.19,2.17,430.88,5.07,2999.4,9,fixedpt,l2e2compZmmul
8,2103,-301.55,-129.79,134.54,-140.29,-129.78,134.06,0.25,2.24,456.74,5.33,3473.36,9,fixedpt,l2e2compZmmul
9,2105,-264.64,-126.52,130.6,-138.27,-127.87,131.95,0.24,2.25,501.41,4.97,3993.36,9,fixedpt,l2e2compZmmul
10,2110,-236.86,-107.68,112.02,-122.68,-111.27,115.35,0.24,2.0,553.47,4.34,4564.27,9,fixedpt,l2e2compZmmul
11,2110,-271.59,-120.0,122.4,-127.24,-115.46,119.49,0.24,2.22,531.36,5.11,5113.5,9,fixedpt,l2e2compZmmul
12,2103,-261.24,-91.42,96.27,-104.97,-96.37,100.78,0.26,2.27,533.77,6.27,5667.72,9,fixedpt,l2e2compZmmul
13,2105,-265.86,-81.84,85.35,-96.12,-86.07,90.15,0.24,2.29,533.14,5.24,6217.73,9,fixedpt,l2e2compZmmul
14,2105,-265.39,-103.13,106.93,-91.37,-86.07,90.15,0.24,2.47,522.83,6.14,6759.2,9,fixedpt,l2e2compZmmul
15,2108,-233.91,-84.54,88.19,-86.45,-86.07,90.15,0.24,2.3,557.62,5.57,7335.69,9,fixedpt,l2e2compZmmul
16,2112,-270.4,-87.97,92.23,-86.07,-86.07,90.15,0.24,2.73,536.25,6.08,7892.69,9,fixedpt,l2e2compZmmul
17,2116,-256.61,-89.62,93.47,-84.49,-82.11,86.4,0.25,2.84,547.85,5.55,8458.89,9,fixedpt,l2e2compZmmul
18,2120,-187.14,-65.92,70.73,-81.09,-74.7,78.72,0.24,2.44,582.32,4.61,9058.35,9,fixedpt,l2e2compZmmul
19,2115,-272.17,-75.92,80.21,-80.23,-74.7,78.72,0.24,2.81,491.84,5.45,9570.26,9,fixedpt,l2e2compZmmul
20,2110,-238.25,-80.33,84.59,-79.88,-78.84,83.12,0.25,2.7,508.68,6.67,10097.46,9,fixedpt,l2e2compZmmul
21,2114,-240.36,-69.6,74.31,-82.29,-82.26,86.34,0.24,2.87,555.13,6.46,10673.06,9,fixedpt,l2e2compZmmul
22,2121,-237.35,-69.97,74.98,-78.7,-69.88,73.96,0.24,2.59,543.43,6.76,11235.71,9,fixedpt,l2e2compZmmul
23,2111,-189.56,-70.41,74.52,-70.97,-69.55,73.61,0.24,2.4,596.2,6.18,11851.85,9,fixedpt,l2e2compZmmul
24,2115,-231.36,-79.7,83.48,-68.97,-67.72,71.79,0.24,2.66,559.69,5.73,12429.0,9,fixedpt,l2e2compZmmul
25,2113,-221.32,-73.66,78.07,-69.67,-67.14,71.22,0.24,2.75,540.87,5.68,12987.56,9,fixedpt,l2e2compZmmul
26,2109,-210.57,-63.4,67.68,-69.66,-66.18,70.23,0.24,2.68,546.23,6.16,13552.2,9,fixedpt,l2e2compZmmul
27,2114,-212.17,-72.91,77.13,-68.91,-66.18,70.23,0.24,2.89,541.76,6.72,14114.05,9,fixedpt,l2e2compZmmul
28,2123,-199.99,-67.82,71.93,-66.07,-65.29,69.36,0.24,3.6,538.23,7.57,14672.6,9,fixedpt,l2e2compZmmul
29,2124,-189.15,-68.39,73.15,-66.49,-65.6,69.67,0.24,3.7,590.04,6.51,15281.11,9,fixedpt,l2e2compZmmul
30,2132,-187.42,-67.06,73.47,-67.7,-66.08,70.16,0.24,4.06,567.42,7.46,15868.34,9,fixedpt,l2e2compZmmul
31,2118,-169.21,-62.62,66.28,-65.12,-64.59,68.67,0.24,3.81,679.16,8.13,16569.7,9,fixedpt,l2e2compZmmul
32,2127,-173.98,-69.32,73.37,-64.16,-62.89,66.96,0.24,4.13,586.5,7.95,17177.64,9,fixedpt,l2e2compZmmul
33,2132,-173.68,-60.57,65.19,-64.98,-64.97,69.05,0.24,4.22,630.09,7.21,17828.43,9,fixedpt,l2e2compZmmul
34,2130,-176.95,-69.95,73.87,-64.9,-63.6,67.67,0.24,4.14,605.35,8.3,18455.75,9,fixedpt,l2e2compZmmul
35,2130,-186.79,-67.93,71.96,-64.33,-63.69,67.77,0.24,4.17,565.7,8.43,19045.22,9,fixedpt,l2e2compZmmul
36,2135,-190.98,-67.89,71.82,-64.43,-63.31,67.35,0.24,3.96,597.4,7.78,19665.87,9,fixedpt,l2e2compZmmul
37,2139,-190.06,-68.37,72.18,-63.55,-62.89,66.96,0.24,4.24,565.67,7.94,20253.51,9,fixedpt,l2e2compZmmul
38,2134,-173.46,-59.13,64.54,-63.85,-63.31,67.35,0.24,4.3,603.13,8.55,20880.11,9,fixedpt,l2e2compZmmul
39,2134,-154.75,-57.99,64.9,-65.71,-63.09,67.17,0.24,4.13,672.63,8.8,21576.57,9,fixedpt,l2e2compZmmul
40,2138,-161.17,-64.65,69.62,-65.76,-64.02,68.1,0.24,4.54,594.73,9.61,22197.28,9,fixedpt,l2e2compZmmul
41,2135,-162.43,-64.59,70.52,-63.55,-62.89,66.96,0.24,4.77,583.2,9.42,22805.27,9,fixedpt,l2e2compZmmul
42,2130,-161.12,-66.9,70.58,-64.67,-64.27,68.35,0.24,4.71,639.64,10.1,23470.99,9,fixedpt,l2e2compZmmul
43,2136,-158.46,-62.41,67.24,-64.37,-61.73,66.82,0.3,4.6,667.62,9.79,24161.73,9,fixedpt,l2e2compZmmul
44,2142,-138.34,-47.25,53.32,-64.86,-64.86,69.62,0.28,4.52,661.22,9.69,24849.47,9,fixedpt,l2e2compZmmul
45,2142,-152.83,-66.22,70.45,-63.69,-62.04,66.96,0.29,4.43,673.7,8.65,25546.93,9,fixedpt,l2e2compZmmul
46,2140,-143.75,-60.58,67.4,-67.6,-60.6,65.38,0.28,4.6,730.12,11.13,26302.65,9,fixedpt,l2e2compZmmul
47,2140,-123.5,-50.82,57.76,-70.03,-61.25,66.01,0.28,4.6,760.32,9.91,27087.45,9,fixedpt,l2e2compZmmul
48,2138,-145.4,-58.14,63.41,-62.27,-61.67,66.59,0.29,4.67,708.12,9.47,27818.27,9,fixedpt,l2e2compZmmul
49,2135,-140.8,-57.93,65.18,-62.25,-61.99,66.74,0.28,4.77,872.74,12.24,28717.62,9,fixedpt,l2e2compZmmul
50,2136,-137.15,-60.91,65.56,-61.59,-60.78,66.37,0.33,4.68,858.24,10.34,29601.05,9,fixedpt,l2e2compZmmul
51,2139,-121.94,-41.81,49.28,-57.26,-54.54,60.29,0.34,4.79,794.12,9.75,30420.16,9,fixedpt,l2e2compZmmul
52,2137,-151.24,-52.68,59.22,-55.86,-54.0,59.75,0.34,4.75,841.12,11.7,31286.17,9,fixedpt,l2e2compZmmul
53,2136,-128.28,-52.53,58.22,-54.03,-53.58,59.32,0.34,4.85,788.13,10.06,32098.66,9,fixedpt,l2e2compZmmul
54,2136,-136.1,-40.18,47.12,-52.19,-49.66,55.41,0.34,4.76,850.8,9.78,32974.5,9,fixedpt,l2e2compZmmul
55,2136,-142.33,-51.59,56.87,-53.53,-49.66,55.41,0.34,4.88,815.08,10.61,33813.69,9,fixedpt,l2e2compZmmul
56,2142,-123.31,-41.98,47.75,-53.99,-53.97,59.72,0.34,5.43,858.46,10.86,34698.2,9,fixedpt,l2e2compZmmul
57,2148,-133.23,-51.0,56.81,-52.92,-49.66,55.41,0.34,5.23,876.1,11.18,35600.64,9,fixedpt,l2e2compZmmul
58,2142,-159.07,-54.32,59.96,-52.98,-49.66,55.41,0.34,5.54,838.69,11.31,36466.2,9,fixedpt,l2e2compZmmul
59,2151,-149.01,-48.5,53.6,-53.57,-53.55,59.3,0.34,5.67,795.26,11.36,37287.74,9,fixedpt,l2e2compZmmul
60,2154,-151.12,-48.91,53.76,-53.79,-52.36,58.29,0.35,5.48,835.01,10.85,38149.94,9,fixedpt,l2e2compZmmul
61,2146,-143.33,-36.46,43.54,-53.29,-50.17,55.93,0.34,5.62,905.85,11.32,39082.94,9,fixedpt,l2e2compZmmul
62,2152,-147.47,-33.3,40.88,-53.27,-52.6,58.36,0.34,5.54,911.5,12.69,40022.28,9,fixedpt,l2e2compZmmul
63,2153,-140.93,-45.78,51.73,-50.72,-46.91,52.83,0.35,5.69,852.47,11.16,40901.49,9,fixedpt,l2e2compZmmul
64,2154,-136.79,-44.87,51.47,-53.67,-52.23,58.17,0.35,5.73,867.88,11.94,41797.31,9,fixedpt,l2e2compZmmul
65,2159,-147.22,-45.91,52.36,-49.64,-47.53,53.46,0.35,5.72,847.23,10.95,42672.27,9,fixedpt,l2e2compZmmul
66,2156,-132.23,-44.49,50.42,-52.16,-52.16,58.09,0.35,5.72,833.87,12.93,43535.3,9,fixedpt,l2e2compZmmul
67,2156,-155.85,-37.08,43.74,-52.41,-52.41,58.15,0.34,5.8,874.57,11.06,44436.28,9,fixedpt,l2e2compZmmul
68,2155,-133.52,-46.52,52.45,-52.64,-51.08,56.98,0.35,5.72,917.07,12.25,45381.04,9,fixedpt,l2e2compZmmul
69,2159,-132.94,-48.16,54.2,-52.57,-52.06,57.98,0.35,5.69,878.47,12.72,46288.44,9,fixedpt,l2e2compZmmul
70,2156,-131.44,-49.11,55.13,-52.67,-52.46,58.39,0.35,5.78,865.78,11.88,47181.93,9,fixedpt,l2e2compZmmul
71,2160,-110.78,-48.64,54.83,-52.07,-51.17,57.07,0.35,5.63,807.56,12.37,48017.41,9,fixedpt,l2e2compZmmul
72,2163,-117.91,-34.39,41.87,-51.26,-51.1,56.99,0.35,5.64,882.28,13.1,48927.89,9,fixedpt,l2e2compZmmul
73,2162,-131.28,-37.4,43.82,-51.1,-51.1,56.99,0.35,6.12,953.35,12.21,49910.76,9,fixedpt,l2e2compZmmul
74,2157,-133.52,-52.97,58.42,-50.72,-47.86,53.78,0.35,5.76,930.4,13.25,50871.29,9,fixedpt,l2e2compZmmul
75,2155,-127.78,-38.95,44.96,-49.57,-47.43,53.32,0.35,5.84,948.59,14.76,51850.39,9,fixedpt,l2e2compZmmul
76,2157,-114.73,-45.65,51.13,-52.21,-52.16,57.91,0.34,5.55,1071.94,13.73,52952.99,9,fixedpt,l2e2compZmmul
77,2163,-120.35,-49.25,54.6,-49.92,-46.99,52.88,0.35,5.67,964.11,14.19,53945.94,9,fixedpt,l2e2compZmmul
78,2160,-129.58,-36.96,43.74,-52.6,-49.97,55.83,0.35,5.75,979.51,13.41,54953.76,9,fixedpt,l2e2compZmmul
79,2158,-129.09,-42.61,47.36,-50.0,-45.78,51.87,0.36,5.96,963.47,13.46,55945.49,9,fixedpt,l2e2compZmmul
80,2158,-138.44,-39.63,46.44,-50.41,-49.64,55.78,0.37,5.86,981.86,13.39,56956.85,9,fixedpt,l2e2compZmmul
81,2163,-104.86,-30.77,37.65,-49.6,-49.46,55.36,0.35,6.15,972.33,13.25,57959.3,9,fixedpt,l2e2compZmmul
82,2170,-124.45,-41.91,48.05,-50.35,-49.64,55.78,0.37,5.77,1057.12,13.85,59044.82,9,fixedpt,l2e2compZmmul
83,2169,-142.77,-30.35,38.32,-48.02,-43.51,50.01,0.39,6.32,934.74,13.71,60009.4,9,fixedpt,l2e2compZmmul
84,2167,-133.34,-39.86,45.91,-52.5,-44.2,50.09,0.35,6.02,920.02,13.15,60958.09,9,fixedpt,l2e2compZmmul
85,2169,-147.18,-42.65,49.34,-49.85,-49.64,55.78,0.37,6.03,1060.57,16.4,62050.82,9,fixedpt,l2e2compZmmul
86,2157,-133.39,-30.71,38.89,-50.8,-43.4,50.1,0.4,6.18,1060.5,13.29,63140.14,9,fixedpt,l2e2compZmmul
87,2161,-139.49,-30.52,38.48,-49.05,-42.6,49.55,0.42,6.03,1071.16,13.16,64239.2,9,fixedpt,l2e2compZmmul
88,2164,-138.52,-25.21,33.66,-46.59,-41.33,48.95,0.46,6.02,910.23,13.48,65178.45,9,fixedpt,l2e2compZmmul
89,2169,-143.3,-22.29,31.92,-41.68,-41.33,48.95,0.46,5.92,1018.84,13.51,66226.0,9,fixedpt,l2e2compZmmul
90,2161,-138.38,-33.2,40.56,-53.22,-51.38,57.02,0.34,5.91,1051.25,14.67,67305.41,9,fixedpt,l2e2compZmmul
91,2164,-133.94,-27.68,34.28,-50.65,-50.46,56.25,0.35,5.75,1039.78,14.01,68373.66,9,fixedpt,l2e2compZmmul
92,2157,-158.9,-32.98,40.59,-40.77,-37.65,45.11,0.45,5.86,1015.18,14.27,69419.0,9,fixedpt,l2e2compZmmul
93,2158,-186.49,-42.88,50.22,-41.63,-41.45,49.07,0.46,5.44,992.99,12.89,70440.67,9,fixedpt,l2e2compZmmul
94,2158,-175.67,-30.36,38.17,-42.53,-42.23,49.22,0.42,5.32,958.21,11.4,71425.05,9,fixedpt,l2e2compZmmul
95,2155,-178.02,-38.49,45.39,-39.66,-37.65,45.11,0.45,5.71,978.62,12.26,72432.26,9,fixedpt,l2e2compZmmul
96,2156,-187.19,-32.01,41.71,-39.65,-39.65,47.32,0.46,5.3,950.44,13.58,73412.06,9,fixedpt,l2e2compZmmul
97,2153,-145.22,-43.95,50.91,-40.54,-39.65,47.32,0.46,5.2,995.22,12.31,74434.98,9,fixedpt,l2e2compZmmul
98,2159,-175.95,-23.63,32.41,-43.39,-42.24,49.8,0.45,5.66,966.77,12.43,75429.07,9,fixedpt,l2e2compZmmul
99,2150,-151.59,-29.76,35.89,-41.75,-39.88,47.07,0.43,5.08,997.08,12.81,76455.27,9,fixedpt,l2e2compZmmul
0,2009,-415.26,-269.03,269.22,-311.02,-297.23,297.23,0.0,0.0,147.66,2.59,157.45,4,fixedpt,l2e2compBare
1,2029,-375.72,-236.21,236.21,-279.15,-247.98,248.15,0.01,0.83,203.2,1.85,368.85,4,fixedpt,l2e2compBare
2,2047,-353.37,-195.83,195.83,-240.22,-218.93,218.93,0.0,1.05,229.39,2.85,609.39,4,fixedpt,l2e2compBare
3,2065,-359.67,-173.17,175.55,-262.8,-249.06,249.41,0.02,1.18,244.95,2.79,866.15,4,fixedpt,l2e2compBare
4,2077,-349.27,-167.58,168.09,-190.94,-172.57,173.62,0.06,1.38,265.1,2.78,1143.3,4,fixedpt,l2e2compBare
5,2075,-351.0,-179.11,180.06,-184.42,-177.5,177.99,0.03,1.54,261.0,3.63,1417.16,4,fixedpt,l2e2compBare
6,2087,-305.03,-178.15,179.2,-168.61,-162.22,163.34,0.07,1.65,309.23,3.9,1738.32,4,fixedpt,l2e2compBare
7,2095,-322.45,-144.81,147.11,-171.72,-161.53,163.24,0.1,2.36,314.71,3.79,2065.57,4,fixedpt,l2e2compBare
8,2101,-320.6,-137.44,138.97,-159.52,-157.52,159.06,0.09,2.59,330.42,4.67,2409.99,4,fixedpt,l2e2compBare
9,2103,-313.28,-134.57,136.62,-152.64,-147.33,148.86,0.09,2.75,334.51,5.06,2758.85,4,fixedpt,l2e2compBare
10,2110,-321.67,-154.73,155.45,-154.94,-138.17,139.87,0.1,3.04,343.73,5.79,3118.34,4,fixedpt,l2e2compBare
11,2121,-303.27,-136.22,138.49,-151.57,-149.61,151.46,0.11,3.23,361.36,5.67,3495.3,4,fixedpt,l2e2compBare
12,2122,-294.91,-122.45,125.4,-151.29,-142.76,144.46,0.1,3.33,379.12,6.06,3891.71,4,fixedpt,l2e2compBare
13,2124,-274.94,-120.32,124.09,-142.81,-134.71,137.04,0.14,3.32,406.12,6.63,4315.4,4,fixedpt,l2e2compBare
14,2117,-331.24,-138.78,140.84,-146.25,-134.71,137.04,0.14,3.47,376.54,7.59,4709.29,4,fixedpt,l2e2compBare
15,2116,-324.57,-112.43,115.3,-142.35,-134.71,137.04,0.14,3.61,370.92,7.34,5098.33,4,fixedpt,l2e2compBare
16,2121,-286.01,-106.29,109.04,-127.5,-112.61,115.83,0.19,3.51,428.7,5.81,5543.0,4,fixedpt,l2e2compBare
17,2125,-286.4,-103.9,108.74,-135.37,-127.44,129.81,0.14,3.72,458.66,6.99,6019.57,4,fixedpt,l2e2compBare
18,2126,-254.04,-95.7,98.34,-124.94,-112.61,115.83,0.19,3.79,493.05,6.97,6530.47,4,fixedpt,l2e2compBare
19,2131,-282.81,-111.01,113.21,-114.11,-110.12,111.84,0.1,3.92,449.21,6.87,6998.41,4,fixedpt,l2e2compBare
20,2137,-253.49,-96.28,99.52,-116.02,-112.61,115.83,0.19,3.86,500.64,8.32,7518.73,4,fixedpt,l2e2compBare
21,2133,-261.89,-82.25,86.37,-113.95,-106.3,108.98,0.16,4.04,487.36,7.32,8025.26,4,fixedpt,l2e2compBare
22,2125,-210.59,-95.42,99.73,-123.43,-116.41,119.11,0.16,3.63,524.16,7.64,8566.5,4,fixedpt,l2e2compBare
23,2125,-247.57,-86.08,89.95,-106.3,-106.3,108.98,0.16,3.91,527.77,7.63,9111.52,4,fixedpt,l2e2compBare
24,2135,-227.42,-89.41,92.68,-102.08,-99.51,102.04,0.15,3.91,582.3,7.48,9712.29,4,fixedpt,l2e2compBare
25,2132,-204.54,-106.17,106.69,-107.16,-96.8,98.01,0.07,3.66,578.57,7.91,10310.2,4,fixedpt,l2e2compBare
26,2129,-207.19,-87.0,89.95,-99.34,-86.06,89.15,0.18,3.9,606.08,7.66,10934.38,4,fixedpt,l2e2compBare
27,2129,-222.11,-93.01,97.4,-88.76,-86.06,89.15,0.18,3.92,556.02,7.44,11509.3,4,fixedpt,l2e2compBare
28,2129,-199.96,-84.23,87.43,-79.87,-78.53,81.07,0.15,3.74,597.4,7.62,12124.95,4,fixedpt,l2e2compBare
29,2128,-205.58,-83.96,86.03,-79.38,-73.73,76.61,0.17,3.8,605.05,7.62,12748.22,4,fixedpt,l2e2compBare
30,2125,-191.76,-77.68,82.19,-80.48,-80.26,83.67,0.2,3.79,622.96,8.55,13391.25,4,fixedpt,l2e2compBare
31,2134,-169.21,-56.97,62.39,-79.62,-76.0,80.16,0.24,3.98,641.73,7.98,14051.6,4,fixedpt,l2e2compBare
32,2133,-157.16,-64.36,68.76,-78.3,-78.3,81.69,0.2,3.91,639.17,8.61,14709.52,4,fixedpt,l2e2compBare
33,2143,-154.11,-80.19,84.0,-73.3,-72.06,75.31,0.19,3.85,677.98,8.34,15406.03,4,fixedpt,l2e2compBare
34,2147,-133.64,-62.32,66.99,-77.96,-77.96,81.35,0.2,4.21,710.95,9.22,16138.48,4,fixedpt,l2e2compBare
35,2142,-151.17,-70.29,74.64,-76.95,-76.83,80.06,0.19,4.23,694.03,9.49,16853.83,4,fixedpt,l2e2compBare
36,2142,-155.23,-60.84,65.02,-76.18,-71.52,74.93,0.2,4.42,678.74,9.8,17553.82,4,fixedpt,l2e2compBare
37,2146,-156.9,-72.22,75.49,-74.81,-71.59,74.99,0.2,4.42,709.74,9.62,18283.54,4,fixedpt,l2e2compBare
38,2152,-130.29,-44.87,49.98,-76.24,-70.41,73.8,0.2,4.27,721.84,9.5,19025.87,4,fixedpt,l2e2compBare
39,2150,-124.54,-50.35,54.54,-67.53,-65.52,69.05,0.21,4.46,777.72,9.19,19824.32,4,fixedpt,l2e2compBare
40,2154,-123.91,-51.17,56.71,-71.11,-61.46,65.49,0.24,4.2,741.59,9.61,20586.26,4,fixedpt,l2e2compBare
41,2152,-147.0,-59.03,63.44,-69.11,-65.92,69.92,0.24,4.92,750.74,9.56,21357.62,4,fixedpt,l2e2compBare
42,2149,-120.35,-50.15,55.88,-67.78,-65.13,69.07,0.24,4.36,737.82,9.9,22115.72,4,fixedpt,l2e2compBare
43,2154,-117.87,-37.19,43.4,-59.29,-50.6,55.22,0.28,4.33,795.15,9.84,22931.12,4,fixedpt,l2e2compBare
44,2158,-131.95,-45.89,52.13,-53.36,-50.6,55.22,0.28,4.34,797.93,9.74,23750.91,4,fixedpt,l2e2compBare
45,2152,-124.48,-43.58,49.53,-64.35,-64.32,68.01,0.22,4.47,761.9,10.85,24534.26,4,fixedpt,l2e2compBare
46,2153,-141.32,-43.58,50.01,-45.17,-44.81,50.51,0.34,4.36,809.88,10.73,25365.67,4,fixedpt,l2e2compBare
47,2156,-149.88,-46.93,52.26,-46.61,-46.61,52.35,0.35,4.33,764.35,9.98,26151.31,4,fixedpt,l2e2compBare
48,2153,-119.22,-32.64,40.07,-44.81,-44.81,50.51,0.34,4.37,821.47,9.09,26993.61,4,fixedpt,l2e2compBare
49,2152,-122.61,-41.44,46.98,-50.81,-49.83,54.5,0.28,4.06,831.09,9.7,27844.77,4,fixedpt,l2e2compBare
50,2153,-116.62,-32.54,40.65,-46.23,-44.31,50.01,0.34,4.08,855.39,9.08,28720.95,4,fixedpt,l2e2compBare
51,2146,-131.6,-44.54,49.63,-50.72,-49.36,54.92,0.33,4.28,802.68,10.13,29546.06,4,fixedpt,l2e2compBare
52,2156,-131.19,-39.38,46.6,-47.69,-46.19,51.75,0.33,4.23,853.37,9.38,30420.24,4,fixedpt,l2e2compBare
53,2148,-119.91,-33.21,39.75,-44.3,-43.79,49.64,0.35,4.3,848.73,8.9,31289.24,4,fixedpt,l2e2compBare
54,2150,-126.48,-41.95,47.73,-50.1,-47.85,53.38,0.33,4.2,868.87,10.21,32179.08,4,fixedpt,l2e2compBare
55,2157,-130.61,-35.43,41.32,-46.27,-44.72,50.65,0.35,4.42,852.35,9.79,33052.86,4,fixedpt,l2e2compBare
56,2149,-121.54,-39.3,44.71,-50.12,-50.12,55.87,0.34,4.4,883.08,11.16,33959.22,4,fixedpt,l2e2compBare
57,2154,-129.73,-45.86,51.82,-42.98,-42.47,48.38,0.35,4.42,880.46,10.46,34861.59,4,fixedpt,l2e2compBare
58,2155,-102.26,-35.04,41.09,-44.51,-43.2,49.27,0.36,4.3,904.71,10.53,35788.07,4,fixedpt,l2e2compBare
59,2150,-128.73,-32.65,38.01,-48.52,-47.22,53.13,0.35,4.52,887.65,10.71,36697.78,4,fixedpt,l2e2compBare
60,2153,-141.06,-48.58,53.98,-43.53,-42.09,48.0,0.35,4.75,926.8,10.35,37647.17,4,fixedpt,l2e2compBare
61,2150,-101.33,-33.24,40.19,-45.35,-40.93,46.82,0.35,4.7,994.39,9.83,38662.85,4,fixedpt,l2e2compBare
62,2143,-120.49,-39.78,46.31,-46.19,-45.24,51.12,0.35,4.6,913.83,11.2,39599.19,4,fixedpt,l2e2compBare
63,2151,-104.63,-37.83,45.18,-44.28,-43.1,48.99,0.35,4.49,915.37,10.84,40537.51,4,fixedpt,l2e2compBare
64,2154,-135.58,-48.73,54.32,-42.52,-40.47,46.35,0.35,4.59,869.12,10.19,41427.77,4,fixedpt,l2e2compBare
65,2148,-119.34,-39.59,44.46,-42.5,-40.2,46.09,0.35,4.47,910.62,11.05,42360.25,4,fixedpt,l2e2compBare
66,2152,-113.69,-38.16,45.18,-40.33,-40.2,46.09,0.35,4.76,931.73,11.14,43314.65,4,fixedpt,l2e2compBare
67,2150,-140.14,-31.73,38.85,-39.4,-36.24,42.77,0.4,4.6,929.64,10.53,44265.78,4,fixedpt,l2e2compBare
68,2154,-139.71,-37.12,42.83,-40.9,-40.16,46.05,0.35,4.56,926.67,10.63,45214.06,4,fixedpt,l2e2compBare
69,2154,-143.84,-35.02,40.79,-43.47,-40.91,46.8,0.35,4.74,932.28,9.99,46167.83,4,fixedpt,l2e2compBare
70,2159,-121.5,-23.9,32.02,-41.64,-41.43,47.46,0.36,4.67,939.61,10.04,47129.46,4,fixedpt,l2e2compBare
71,2161,-125.3,-28.31,36.09,-44.2,-41.46,47.35,0.35,4.67,879.58,11.83,48033.48,4,fixedpt,l2e2compBare
72,2156,-113.99,-36.97,43.35,-42.92,-42.92,48.77,0.35,4.74,913.92,11.67,48969.96,4,fixedpt,l2e2compBare
73,2158,-145.49,-42.09,47.7,-41.34,-40.23,46.12,0.35,4.52,862.5,11.82,49855.62,4,fixedpt,l2e2compBare
74,2157,-133.64,-38.38,44.97,-40.82,-40.16,46.05,0.35,4.62,903.97,11.84,50783.46,4,fixedpt,l2e2compBare
75,2153,-116.4,-34.86,40.4,-41.04,-40.91,46.8,0.35,4.59,912.13,11.29,51718.7,4,fixedpt,l2e2compBare
76,2159,-114.81,-31.23,37.59,-39.94,-39.6,45.36,0.34,4.74,961.6,11.94,52704.05,4,fixedpt,l2e2compBare
77,2156,-128.15,-45.43,51.19,-40.58,-39.71,45.61,0.35,4.68,955.64,11.75,53682.58,4,fixedpt,l2e2compBare
78,2163,-127.18,-39.54,45.69,-43.25,-40.25,46.49,0.37,4.82,978.35,11.02,54683.57,4,fixedpt,l2e2compBare
79,2159,-117.63,-35.7,42.36,-36.01,-31.6,37.92,0.38,5.02,946.29,11.79,55652.84,4,fixedpt,l2e2compBare
80,2157,-133.1,-31.5,37.78,-31.22,-29.67,36.15,0.39,4.67,939.15,11.44,56615.63,4,fixedpt,l2e2compBare
81,2157,-141.95,-34.72,40.75,-40.22,-29.67,36.15,0.39,4.65,941.16,11.83,57580.84,4,fixedpt,l2e2compBare
82,2160,-135.71,-35.69,42.87,-41.09,-39.6,45.31,0.34,4.87,932.27,11.64,58536.2,4,fixedpt,l2e2compBare
83,2156,-113.31,-40.19,45.91,-33.56,-29.67,36.15,0.39,4.84,1015.59,11.09,59574.52,4,fixedpt,l2e2compBare
84,2155,-103.34,-34.29,40.97,-43.05,-41.76,47.32,0.33,4.58,981.66,10.96,60579.51,4,fixedpt,l2e2compBare
85,2166,-112.38,-42.26,48.17,-42.73,-39.71,45.61,0.35,4.78,988.6,11.66,61591.7,4,fixedpt,l2e2compBare
86,2160,-106.49,-37.79,43.3,-32.45,-31.71,38.23,0.39,4.62,970.44,11.41,62584.78,4,fixedpt,l2e2compBare
87,2162,-107.25,-41.59,47.32,-33.48,-31.95,38.28,0.38,4.64,994.77,12.0,63602.81,4,fixedpt,l2e2compBare
88,2167,-108.59,-30.02,37.82,-42.13,-34.25,40.28,0.36,4.8,1106.37,11.49,64732.43,4,fixedpt,l2e2compBare
89,2167,-101.01,-32.04,38.73,-40.58,-39.85,45.89,0.36,4.76,1053.68,11.55,65809.19,4,fixedpt,l2e2compBare
90,2162,-82.6,-35.09,40.87,-41.05,-40.82,46.52,0.34,4.5,1079.71,12.17,66913.01,4,fixedpt,l2e2compBare
91,2161,-75.77,-20.68,28.9,-40.33,-39.97,45.88,0.35,4.53,1054.0,11.39,67990.7,4,fixedpt,l2e2compBare
92,2157,-92.93,-37.29,43.02,-34.89,-31.6,37.92,0.38,4.51,1027.78,10.83,69041.89,4,fixedpt,l2e2compBare
93,2164,-90.87,-32.61,39.17,-42.73,-42.4,47.79,0.32,4.54,1050.0,12.76,70115.08,4,fixedpt,l2e2compBare
94,2156,-87.25,-39.02,45.87,-34.27,-32.23,38.72,0.39,4.48,1167.27,10.7,71305.24,4,fixedpt,l2e2compBare
