Gen,NbVert,tRewAvg,tRewMax,tDistMax,vRewAvg,vRewMax,vDistMax,vSuccess,T_mutat,T_eval,T_val,T_total,seed,instrType,instrSetName
46,2133,-160.43,-60.33,65.89,-72.11,-69.16,73.14,0.24,5.27,909.57,9.56,32270.07,0,fixedpt,l2e2compZmmul
47,2145,-164.55,-70.09,74.71,-71.92,-68.51,72.65,0.25,5.07,872.24,9.92,33165.85,0,fixedpt,l2e2compZmmul
48,2150,-144.77,-54.66,60.3,-72.35,-68.66,72.8,0.25,4.88,952.22,9.75,34143.88,0,fixedpt,l2e2compZmmul
49,2140,-171.89,-58.2,63.78,-67.04,-65.81,70.24,0.28,5.15,896.17,10.19,35064.68,0,fixedpt,l2e2compZmmul
50,2134,-149.03,-58.8,63.56,-69.2,-68.28,72.29,0.24,5.23,897.87,9.63,35987.05,0,fixedpt,l2e2compZmmul
51,2140,-161.24,-73.48,77.21,-72.98,-68.66,72.8,0.25,5.1,882.02,9.72,36893.56,0,fixedpt,l2e2compZmmul
52,2143,-138.53,-52.91,58.97,-72.99,-68.84,72.82,0.24,5.33,929.86,10.1,37848.57,0,fixedpt,l2e2compZmmul
53,2145,-155.36,-54.57,59.57,-68.66,-68.66,72.8,0.25,5.37,1002.02,10.31,38876.99,0,fixedpt,l2e2compZmmul
54,2145,-144.89,-59.58,65.0,-67.3,-64.74,69.01,0.27,5.31,948.13,10.23,39850.19,0,fixedpt,l2e2compZmmul
55,2152,-144.79,-52.17,57.37,-68.3,-68.19,72.26,0.27,5.37,968.39,11.05,40843.95,0,fixedpt,l2e2compZmmul
56,2154,-141.55,-54.6,59.71,-73.5,-68.33,72.34,0.24,5.67,982.45,11.49,41854.16,0,fixedpt,l2e2compZmmul
57,2153,-145.75,-54.71,60.01,-67.24,-66.12,70.05,0.24,5.64,960.26,11.42,42839.72,0,fixedpt,l2e2compZmmul
58,2147,-144.72,-52.87,56.15,-69.42,-69.39,73.65,0.25,5.51,867.16,11.72,43734.86,0,fixedpt,l2e2compZmmul
59,2150,-147.89,-61.43,66.21,-69.53,-69.42,73.67,0.25,4.89,1004.22,11.11,44764.94,0,fixedpt,l2e2compZmmul
60,2146,-155.54,-62.0,67.1,-69.42,-69.42,73.67,0.25,4.82,920.78,11.4,45712.96,0,fixedpt,l2e2compZmmul
61,2146,-129.77,-45.06,50.19,-70.22,-67.48,72.09,0.27,4.43,941.72,10.98,46680.37,0,fixedpt,l2e2compZmmul
62,2143,-146.83,-62.13,65.97,-71.74,-67.24,71.37,0.25,4.1,936.57,10.44,47641.55,0,fixedpt,l2e2compZmmul
63,2138,-146.11,-40.17,45.92,-68.14,-64.93,69.05,0.25,3.92,1055.2,8.77,48720.03,0,fixedpt,l2e2compZmmul
64,2133,-150.2,-59.84,64.63,-68.63,-64.97,69.4,0.26,3.9,1037.16,9.15,49779.99,0,fixedpt,l2e2compZmmul
65,2130,-127.91,-48.06,53.41,-68.15,-65.14,70.57,0.32,3.95,1071.39,10.87,50876.6,0,fixedpt,l2e2compZmmul
66,2134,-138.47,-51.54,56.73,-71.08,-67.68,71.68,0.24,3.96,1147.34,9.06,52048.53,0,fixedpt,l2e2compZmmul
67,2135,-118.17,-52.45,58.13,-70.2,-68.75,74.01,0.31,3.72,1084.58,10.22,53157.17,0,fixedpt,l2e2compZmmul
68,2137,-147.83,-53.79,60.04,-67.06,-66.06,70.89,0.29,3.98,1064.26,9.7,54244.54,0,fixedpt,l2e2compZmmul
69,2135,-146.0,-54.8,58.87,-66.35,-64.93,69.05,0.25,3.8,998.41,8.79,55266.07,0,fixedpt,l2e2compZmmul
70,2131,-137.67,-50.04,55.23,-66.53,-64.54,69.45,0.29,4.15,1042.49,8.98,56332.09,0,fixedpt,l2e2compZmmul
71,2133,-125.05,-47.95,53.54,-67.28,-64.54,69.6,0.3,4.1,1045.26,9.48,57401.27,0,fixedpt,l2e2compZmmul
72,2135,-140.19,-61.94,67.03,-66.39,-65.11,69.82,0.28,4.21,1025.27,8.0,58448.39,0,fixedpt,l2e2compZmmul
73,2132,-126.24,-42.86,49.12,-65.13,-59.7,64.72,0.3,3.95,1051.75,9.33,59521.9,0,fixedpt,l2e2compZmmul
74,2128,-122.47,-52.45,57.45,-66.58,-64.17,69.23,0.3,3.65,1022.07,8.28,60565.18,0,fixedpt,l2e2compZmmul
75,2120,-125.01,-56.37,60.27,-66.41,-62.86,68.28,0.32,3.82,1006.57,9.22,61596.19,0,fixedpt,l2e2compZmmul
76,2124,-129.18,-57.39,63.01,-66.48,-63.72,68.76,0.3,3.97,1083.1,8.02,62702.49,0,fixedpt,l2e2compZmmul
77,2128,-85.77,-39.02,45.9,-66.59,-60.62,65.84,0.31,3.7,1059.8,10.27,63786.4,0,fixedpt,l2e2compZmmul
78,2128,-109.71,-39.56,46.0,-68.2,-67.25,71.65,0.26,3.86,1110.2,10.53,64921.2,0,fixedpt,l2e2compZmmul
79,2131,-116.54,-50.71,57.18,-66.77,-65.51,70.41,0.29,3.87,1086.5,9.48,66031.21,0,fixedpt,l2e2compZmmul
80,2133,-123.84,-63.29,67.88,-63.92,-63.75,68.94,0.31,3.95,1162.02,8.92,67215.8,0,fixedpt,l2e2compZmmul
81,2129,-111.17,-50.06,55.63,-67.06,-63.73,68.42,0.28,3.93,1110.17,10.85,68351.21,0,fixedpt,l2e2compZmmul
82,2128,-103.82,-50.61,56.01,-63.94,-62.67,67.87,0.31,3.87,1115.28,9.83,69491.18,0,fixedpt,l2e2compZmmul
83,2124,-98.51,-52.99,58.78,-65.36,-62.01,67.79,0.34,4.08,1105.2,11.84,70620.82,0,fixedpt,l2e2compZmmul
84,2127,-98.86,-47.95,53.53,-65.86,-63.83,68.57,0.29,3.88,1252.37,8.09,71896.19,0,fixedpt,l2e2compZmmul
85,2121,-103.29,-45.03,50.88,-64.93,-64.22,68.88,0.28,3.84,1230.79,9.36,73148.31,0,fixedpt,l2e2compZmmul
86,2125,-104.62,-51.8,57.05,-64.56,-62.02,67.41,0.33,3.93,1097.03,9.39,74268.85,0,fixedpt,l2e2compZmmul
87,2124,-95.59,-45.58,52.73,-65.66,-61.87,66.93,0.3,4.06,1181.11,10.05,75474.89,0,fixedpt,l2e2compZmmul
88,2132,-101.3,-56.91,62.64,-65.78,-64.74,69.47,0.29,4.38,1298.56,9.75,76797.98,0,fixedpt,l2e2compZmmul
89,2127,-91.8,-54.46,60.57,-65.5,-58.51,63.67,0.31,4.15,1131.17,10.34,77954.37,0,fixedpt,l2e2compZmmul
90,2128,-97.51,-59.01,63.43,-63.12,-61.89,66.53,0.28,4.44,1200.71,9.66,79178.59,0,fixedpt,l2e2compZmmul
91,2128,-107.72,-58.38,64.38,-61.83,-59.67,65.22,0.33,4.34,1220.22,10.44,80424.62,0,fixedpt,l2e2compZmmul
92,2127,-104.99,-60.25,64.26,-66.07,-60.33,65.11,0.29,4.39,1213.84,10.83,81664.43,0,fixedpt,l2e2compZmmul
93,2138,-99.37,-54.94,60.49,-61.54,-61.19,65.67,0.27,4.66,1306.41,10.45,82995.16,0,fixedpt,l2e2compZmmul
94,2136,-94.76,-52.97,58.15,-64.28,-59.6,64.81,0.31,4.72,1262.8,10.46,84282.07,0,fixedpt,l2e2compZmmul
95,2131,-99.81,-58.77,64.01,-66.57,-63.71,68.4,0.29,4.68,1342.25,10.65,85650.29,0,fixedpt,l2e2compZmmul
96,2132,-98.85,-59.61,63.6,-62.34,-61.19,65.67,0.27,4.7,1205.19,11.64,86881.89,0,fixedpt,l2e2compZmmul
97,2131,-89.86,-46.69,53.88,-60.9,-59.8,65.01,0.31,4.77,1329.99,11.3,88236.79,0,fixedpt,l2e2compZmmul
98,2136,-101.6,-62.94,67.82,-61.82,-59.8,65.01,0.31,5.11,1190.87,11.67,89453.89,0,fixedpt,l2e2compZmmul
99,2139,-91.36,-43.47,50.39,-60.67,-60.15,65.86,0.34,5.31,1200.75,11.36,90681.2,0,fixedpt,l2e2compZmmul
0,2009,-414.22,-269.03,269.22,-305.66,-281.11,281.11,0.0,0.0,215.65,1.79,227.87,4,fixedpt,l2e2compExpAr
1,2030,-364.06,-187.17,189.31,-228.28,-190.4,193.12,0.16,1.09,281.42,3.42,521.81,4,fixedpt,l2e2compExpAr
2,2050,-357.18,-166.29,166.63,-187.26,-179.8,180.17,0.02,1.67,316.29,3.0,853.3,4,fixedpt,l2e2compExpAr
3,2066,-350.23,-132.04,132.04,-140.76,-138.58,138.95,0.02,1.59,348.28,4.11,1218.69,4,fixedpt,l2e2compExpAr
4,2078,-314.33,-135.75,138.45,-138.51,-137.18,137.73,0.03,1.55,366.19,3.62,1601.54,4,fixedpt,l2e2compExpAr
5,2078,-319.9,-101.19,101.73,-130.71,-98.42,99.14,0.04,2.06,363.67,4.21,1982.67,4,fixedpt,l2e2compExpAr
6,2080,-312.43,-121.15,122.63,-130.53,-116.56,118.8,0.13,2.19,389.94,5.19,2389.26,4,fixedpt,l2e2compExpAr
7,2090,-309.99,-89.25,93.02,-118.26,-98.42,99.14,0.04,2.49,373.94,4.65,2779.62,4,fixedpt,l2e2compExpAr
8,2094,-286.43,-104.63,107.66,-118.31,-109.06,112.5,0.2,2.34,423.71,5.4,3220.84,4,fixedpt,l2e2compExpAr
9,2103,-298.64,-93.25,95.91,-118.01,-111.02,114.46,0.2,2.74,424.12,6.14,3663.31,4,fixedpt,l2e2compExpAr
10,2104,-222.29,-73.49,75.14,-101.84,-83.65,85.89,0.13,2.4,460.44,4.72,4140.88,4,fixedpt,l2e2compExpAr
11,2102,-298.32,-94.13,96.55,-94.54,-86.29,88.55,0.13,2.96,416.72,4.98,4575.28,4,fixedpt,l2e2compExpAr
12,2108,-274.07,-89.15,91.45,-85.23,-83.65,85.89,0.13,3.2,455.21,6.23,5051.35,4,fixedpt,l2e2compExpAr
13,2102,-208.55,-86.08,87.72,-89.13,-83.65,85.89,0.13,2.93,521.67,7.56,5594.51,4,fixedpt,l2e2compExpAr
14,2109,-266.56,-89.44,91.89,-84.13,-83.42,85.66,0.13,3.57,516.0,6.66,6129.86,4,fixedpt,l2e2compExpAr
15,2112,-226.6,-82.03,84.38,-83.91,-83.08,85.66,0.15,3.5,521.72,8.48,6673.91,4,fixedpt,l2e2compExpAr
16,2111,-233.89,-80.93,83.46,-83.53,-82.66,85.24,0.15,3.83,568.64,7.71,7263.7,4,fixedpt,l2e2compExpAr
17,2119,-219.19,-71.96,74.98,-82.67,-82.18,84.93,0.16,4.13,627.46,8.1,7913.76,4,fixedpt,l2e2compExpAr
18,2122,-192.09,-73.13,77.49,-85.78,-84.64,87.39,0.16,4.26,667.98,7.28,8603.52,4,fixedpt,l2e2compExpAr
19,2118,-195.03,-83.29,85.79,-84.7,-82.66,85.41,0.16,4.43,631.7,7.86,9259.0,4,fixedpt,l2e2compExpAr
20,2113,-212.06,-83.54,86.18,-82.81,-82.18,84.93,0.16,4.34,648.18,8.52,9930.86,4,fixedpt,l2e2compExpAr
21,2111,-211.3,-76.73,79.79,-83.05,-81.91,83.78,0.11,4.37,665.74,8.7,10620.97,4,fixedpt,l2e2compExpAr
22,2113,-193.64,-80.71,83.54,-85.22,-83.09,85.67,0.15,4.67,700.28,7.69,11342.02,4,fixedpt,l2e2compExpAr
23,2116,-205.09,-80.25,82.77,-89.24,-82.57,84.97,0.14,4.55,695.47,8.32,12058.57,4,fixedpt,l2e2compExpAr
24,2121,-167.53,-86.97,89.45,-83.61,-82.47,84.86,0.14,4.28,782.74,9.56,12865.37,4,fixedpt,l2e2compExpAr
25,2118,-192.81,-83.99,85.66,-83.27,-79.18,82.11,0.17,4.65,713.5,7.91,13602.65,4,fixedpt,l2e2compExpAr
26,2118,-180.79,-73.54,77.34,-78.63,-77.7,80.79,0.18,4.46,725.25,8.64,14350.47,4,fixedpt,l2e2compExpAr
27,2114,-205.15,-84.52,87.69,-80.97,-79.18,82.11,0.17,4.61,674.24,8.96,15049.18,4,fixedpt,l2e2compExpAr
28,2116,-201.29,-77.11,79.43,-80.76,-80.7,83.28,0.15,4.64,722.38,8.1,15794.28,4,fixedpt,l2e2compExpAr
29,2118,-157.38,-86.57,88.8,-82.23,-80.7,83.28,0.15,4.75,777.27,9.12,16595.24,4,fixedpt,l2e2compExpAr
30,2122,-179.39,-77.12,80.1,-75.41,-75.02,78.28,0.19,4.93,798.52,12.1,17421.98,4,fixedpt,l2e2compExpAr
31,2124,-173.61,-66.23,68.86,-78.25,-75.54,78.43,0.17,4.94,788.86,10.01,18235.42,4,fixedpt,l2e2compExpAr
32,2129,-151.59,-66.66,69.49,-75.95,-74.45,77.7,0.19,4.82,749.39,10.96,19009.62,4,fixedpt,l2e2compExpAr
33,2126,-172.41,-76.21,79.51,-73.16,-72.41,75.96,0.21,4.86,793.6,11.16,19828.4,4,fixedpt,l2e2compExpAr
34,2128,-173.13,-77.89,80.65,-75.91,-73.73,77.14,0.2,4.79,833.59,10.48,20688.9,4,fixedpt,l2e2compExpAr
35,2130,-169.69,-71.57,75.11,-76.97,-76.97,79.88,0.17,4.85,816.15,10.82,21531.72,4,fixedpt,l2e2compExpAr
36,2139,-161.84,-68.34,72.31,-76.56,-73.43,76.84,0.2,4.8,833.67,12.89,22393.24,4,fixedpt,l2e2compExpAr
37,2133,-171.48,-72.83,76.31,-77.63,-75.95,78.89,0.17,4.87,860.31,11.63,23278.64,4,fixedpt,l2e2compExpAr
38,2139,-163.0,-69.77,73.43,-74.62,-73.22,76.79,0.21,4.88,920.58,10.89,24224.72,4,fixedpt,l2e2compExpAr
39,2138,-145.41,-62.73,67.21,-75.6,-75.1,78.36,0.19,5.37,940.72,11.24,25192.3,4,fixedpt,l2e2compExpAr
40,2141,-160.08,-76.74,80.35,-78.43,-75.72,79.1,0.2,5.03,895.29,11.91,26114.0,4,fixedpt,l2e2compExpAr
41,2146,-158.55,-70.49,73.13,-73.01,-71.7,74.78,0.18,5.14,899.78,11.82,27039.63,4,fixedpt,l2e2compExpAr
42,2142,-155.34,-75.63,78.94,-73.23,-71.62,74.88,0.19,5.08,888.65,11.43,27953.51,4,fixedpt,l2e2compExpAr
43,2137,-128.81,-60.8,64.65,-74.86,-72.4,76.15,0.22,4.96,969.84,12.42,28949.51,4,fixedpt,l2e2compExpAr
44,2141,-158.34,-61.71,65.03,-76.93,-72.23,75.62,0.2,5.01,960.28,12.28,29938.34,4,fixedpt,l2e2compExpAr
45,2144,-158.91,-68.91,72.09,-76.04,-71.64,74.91,0.19,5.1,912.64,11.13,30876.09,4,fixedpt,l2e2compExpAr
46,2142,-158.52,-68.75,73.28,-74.05,-72.91,76.3,0.2,5.13,956.92,11.79,31859.25,4,fixedpt,l2e2compExpAr
47,2139,-170.43,-79.38,82.06,-73.24,-73.04,76.61,0.21,5.04,888.15,11.38,32773.95,4,fixedpt,l2e2compExpAr
48,2139,-154.31,-70.98,74.44,-73.72,-71.17,75.28,0.24,4.8,939.39,12.88,33741.7,4,fixedpt,l2e2compExpAr
49,2138,-169.07,-66.88,70.95,-76.96,-72.65,76.38,0.22,4.87,999.21,11.08,34765.96,4,fixedpt,l2e2compExpAr
50,2145,-129.48,-56.75,60.94,-73.78,-71.31,75.36,0.24,5.13,1017.4,11.84,35811.38,4,fixedpt,l2e2compExpAr
51,2144,-154.74,-67.0,71.21,-73.2,-72.65,76.38,0.22,4.97,976.91,10.14,36815.0,4,fixedpt,l2e2compExpAr
52,2135,-149.35,-69.92,73.84,-72.86,-72.52,76.08,0.21,4.98,974.52,10.92,37815.83,4,fixedpt,l2e2compExpAr
53,2141,-154.05,-57.67,62.54,-66.55,-66.05,69.75,0.22,5.01,919.09,10.4,38760.58,4,fixedpt,l2e2compExpAr
54,2138,-165.66,-72.57,76.02,-69.29,-66.05,69.75,0.22,5.1,1047.3,11.62,39834.06,4,fixedpt,l2e2compExpAr
55,2138,-143.82,-67.04,70.7,-67.23,-65.86,69.61,0.22,5.1,1050.93,11.25,40911.77,4,fixedpt,l2e2compExpAr
56,2141,-137.23,-60.52,64.43,-68.02,-67.06,70.83,0.22,5.14,1052.78,11.76,41992.62,4,fixedpt,l2e2compExpAr
57,2139,-155.52,-75.03,78.37,-71.49,-67.68,71.27,0.21,5.48,988.21,12.12,43008.66,4,fixedpt,l2e2compExpAr
58,2150,-140.35,-69.97,73.45,-68.47,-65.46,69.16,0.22,5.5,988.97,12.31,44025.48,4,fixedpt,l2e2compExpAr
59,2146,-143.84,-68.61,70.93,-73.52,-72.59,76.14,0.21,5.34,989.43,12.41,45042.57,4,fixedpt,l2e2compExpAr
60,2139,-150.78,-75.26,78.63,-66.51,-63.36,67.43,0.24,5.33,989.36,12.11,46060.21,4,fixedpt,l2e2compExpAr
61,2141,-122.79,-52.06,56.18,-69.02,-68.26,71.8,0.21,5.42,1057.61,10.98,47144.03,4,fixedpt,l2e2compExpAr
62,2134,-147.88,-69.78,74.1,-68.91,-68.0,71.72,0.22,5.41,960.31,11.87,48131.3,4,fixedpt,l2e2compExpAr
63,2129,-130.49,-72.49,75.74,-68.79,-68.0,71.72,0.22,5.31,989.12,12.31,49149.1,4,fixedpt,l2e2compExpAr
64,2135,-143.06,-72.62,76.05,-68.52,-65.46,69.16,0.22,5.35,987.32,13.14,50164.15,4,fixedpt,l2e2compExpAr
65,2142,-129.6,-72.38,76.01,-68.01,-65.69,69.24,0.21,5.37,974.22,13.18,51166.09,4,fixedpt,l2e2compExpAr
66,2144,-123.58,-69.68,73.79,-64.46,-63.36,67.43,0.24,5.36,1029.5,12.23,52222.96,4,fixedpt,l2e2compExpAr
67,2140,-119.77,-60.07,64.54,-67.99,-63.66,67.81,0.25,5.55,1077.13,13.99,53328.84,4,fixedpt,l2e2compExpAr
68,2139,-116.99,-52.23,57.03,-70.98,-66.28,70.33,0.24,5.4,1105.36,12.01,54460.9,4,fixedpt,l2e2compExpAr
69,2140,-114.41,-63.45,67.26,-65.69,-63.31,67.25,0.23,5.6,1064.09,13.0,55553.38,4,fixedpt,l2e2compExpAr
70,2144,-107.12,-54.82,59.26,-70.57,-65.21,68.76,0.21,5.57,1126.82,12.78,56709.13,4,fixedpt,l2e2compExpAr
71,2146,-119.66,-63.71,68.21,-65.07,-62.38,66.74,0.26,5.81,1031.66,14.3,57772.37,4,fixedpt,l2e2compExpAr
72,2150,-122.8,-61.91,65.86,-65.61,-63.2,67.28,0.24,5.9,1059.32,12.86,58859.37,4,fixedpt,l2e2compExpAr
73,2152,-127.6,-68.54,71.79,-63.48,-62.8,66.91,0.24,5.98,1029.45,13.71,59918.34,4,fixedpt,l2e2compExpAr
74,2157,-120.55,-64.02,69.36,-65.1,-63.1,67.48,0.26,6.02,1097.85,15.65,61048.54,4,fixedpt,l2e2compExpAr
75,2152,-118.43,-64.66,68.24,-64.58,-62.12,66.03,0.23,6.12,1089.02,12.39,62166.49,4,fixedpt,l2e2compExpAr
76,2158,-117.29,-58.84,64.73,-68.34,-67.83,72.37,0.27,6.23,1101.05,13.38,63297.32,4,fixedpt,l2e2compExpAr
77,2159,-126.96,-65.21,68.87,-62.92,-62.4,66.76,0.26,6.25,1026.55,13.6,64353.05,4,fixedpt,l2e2compExpAr
78,2154,-127.46,-65.44,69.92,-62.6,-62.39,66.76,0.26,6.55,1043.59,12.33,65425.34,4,fixedpt,l2e2compExpAr
79,2155,-124.98,-69.42,72.81,-65.73,-60.66,64.97,0.26,6.13,999.7,13.23,66453.33,4,fixedpt,l2e2compExpAr
80,2145,-124.65,-65.29,69.54,-67.64,-63.04,67.64,0.28,6.1,1091.2,13.93,67575.45,4,fixedpt,l2e2compExpAr
81,2147,-134.24,-66.74,70.65,-63.07,-62.14,66.32,0.25,5.91,1133.35,14.65,68740.31,4,fixedpt,l2e2compExpAr
82,2150,-127.94,-59.31,64.63,-65.49,-63.47,68.78,0.32,6.11,1153.31,13.77,69923.01,4,fixedpt,l2e2compExpAr
83,2151,-139.23,-65.39,70.15,-66.69,-66.16,71.18,0.3,6.0,1128.67,14.68,71082.19,4,fixedpt,l2e2compExpAr
84,2150,-119.84,-53.65,58.12,-58.21,-57.65,61.95,0.26,5.84,1161.71,14.43,72275.42,4,fixedpt,l2e2compExpAr
85,2155,-123.67,-63.37,67.78,-59.94,-57.92,62.63,0.28,5.82,1190.4,14.53,73496.5,4,fixedpt,l2e2compExpAr
86,2152,-134.49,-65.75,70.01,-58.3,-57.38,61.6,0.25,5.95,1119.83,12.93,74644.74,4,fixedpt,l2e2compExpAr
87,2155,-129.98,-62.28,66.65,-57.09,-56.79,61.43,0.28,6.03,1150.61,16.25,75827.19,4,fixedpt,l2e2compExpAr
88,2153,-123.93,-41.33,47.91,-64.03,-62.6,68.1,0.33,6.01,1321.37,16.45,77181.13,4,fixedpt,l2e2compExpAr
89,2149,-105.24,-43.29,48.81,-61.49,-58.56,63.12,0.27,5.85,1199.29,17.71,78413.74,4,fixedpt,l2e2compExpAr
90,2159,-122.8,-59.79,64.97,-60.43,-58.01,62.99,0.3,5.94,1223.36,14.81,79668.6,4,fixedpt,l2e2compExpAr
91,2158,-115.95,-43.33,49.19,-60.34,-59.76,65.78,0.36,6.05,1169.38,14.5,80869.74,4,fixedpt,l2e2compExpAr
92,2152,-117.36,-60.28,65.57,-60.5,-56.74,61.37,0.28,5.9,1222.45,14.68,82124.47,4,fixedpt,l2e2compExpAr
93,2148,-119.63,-49.76,54.73,-59.29,-56.68,61.66,0.3,5.87,1187.89,13.41,83340.22,4,fixedpt,l2e2compExpAr
94,2153,-113.32,-55.61,61.36,-56.65,-55.51,59.96,0.27,5.77,1357.15,13.74,84728.01,4,fixedpt,l2e2compExpAr
95,2157,-118.76,-62.91,67.54,-59.56,-56.49,61.17,0.28,5.91,1209.38,15.66,85968.79,4,fixedpt,l2e2compExpAr
96,2159,-101.63,-40.76,47.02,-62.83,-62.32,67.83,0.33,5.84,1346.9,15.74,87347.2,4,fixedpt,l2e2compExpAr
97,2153,-119.99,-52.63,57.34,-60.97,-60.1,64.31,0.25,5.88,1305.39,14.68,88682.86,4,fixedpt,l2e2compExpAr
98,2156,-113.26,-48.43,54.55,-61.51,-57.38,62.91,0.33,5.77,1365.01,13.94,90077.36,4,fixedpt,l2e2compExpAr
99,2162,-119.45,-62.93,67.59,-60.79,-60.22,66.1,0.35,5.86,1202.68,14.78,91310.45,4,fixedpt,l2e2compExpAr
0,2009,-430.45,-272.68,272.68,-289.76,-269.26,269.42,0.01,0.0,217.56,2.44,231.43,3,fixedpt,l2e2compZmmul
1,2031,-393.45,-196.15,198.48,-235.64,-200.8,203.09,0.14,1.22,276.04,3.45,521.96,3,fixedpt,l2e2compZmmul
2,2053,-345.4,-188.79,191.38,-201.59,-200.8,203.09,0.14,1.21,295.65,3.56,831.94,3,fixedpt,l2e2compZmmul
3,2067,-375.35,-203.01,205.16,-195.19,-190.62,192.91,0.14,1.67,350.97,4.56,1197.76,3,fixedpt,l2e2compZmmul
4,2080,-343.53,-152.02,154.04,-188.73,-181.15,183.45,0.14,1.6,392.61,3.69,1604.31,3,fixedpt,l2e2compZmmul
5,2089,-339.62,-176.2,178.25,-180.77,-177.45,179.74,0.14,1.74,418.7,4.29,2038.6,3,fixedpt,l2e2compZmmul
6,2087,-326.58,-165.83,167.83,-179.68,-166.9,169.35,0.15,2.0,423.19,4.7,2478.43,3,fixedpt,l2e2compZmmul
7,2093,-324.61,-170.17,172.45,-171.08,-157.44,160.45,0.19,2.01,463.6,4.32,2958.46,3,fixedpt,l2e2compZmmul
8,2100,-311.84,-158.29,160.85,-163.73,-155.33,158.15,0.17,2.07,491.57,4.84,3467.35,3,fixedpt,l2e2compZmmul
9,2101,-297.21,-157.0,159.53,-159.56,-152.4,155.32,0.18,1.9,502.88,4.37,3985.35,3,fixedpt,l2e2compZmmul
10,2098,-285.73,-140.22,143.57,-147.55,-147.47,150.53,0.19,2.08,527.99,5.29,4530.86,3,fixedpt,l2e2compZmmul
11,2101,-274.14,-145.2,148.69,-147.46,-146.83,149.89,0.19,2.01,561.0,5.29,5108.77,3,fixedpt,l2e2compZmmul
12,2106,-256.63,-155.86,158.76,-149.95,-142.08,145.13,0.19,2.03,593.79,5.49,5720.11,3,fixedpt,l2e2compZmmul
13,2102,-257.22,-156.09,158.42,-145.1,-142.05,145.33,0.2,2.23,644.06,5.59,6382.66,3,fixedpt,l2e2compZmmul
14,2100,-246.89,-137.95,139.67,-142.38,-138.65,140.11,0.09,2.29,647.43,5.03,7045.9,3,fixedpt,l2e2compZmmul
15,2099,-229.47,-137.26,140.06,-144.46,-142.29,145.56,0.2,2.46,678.79,6.07,7743.14,3,fixedpt,l2e2compZmmul
16,2103,-237.1,-137.56,139.9,-136.5,-133.03,134.67,0.1,2.6,667.7,5.56,8429.58,3,fixedpt,l2e2compZmmul
17,2104,-224.23,-125.4,127.56,-130.34,-121.37,123.66,0.14,2.54,691.63,5.58,9139.09,3,fixedpt,l2e2compZmmul
18,2109,-213.98,-120.94,123.5,-121.27,-120.85,123.14,0.14,2.72,696.81,5.76,9853.98,3,fixedpt,l2e2compZmmul
19,2113,-221.45,-125.23,127.28,-121.26,-120.74,123.04,0.14,2.69,710.29,6.8,10583.79,3,fixedpt,l2e2compZmmul
20,2110,-241.56,-129.49,131.57,-121.05,-120.1,122.41,0.14,3.09,666.37,7.02,11269.73,3,fixedpt,l2e2compZmmul
21,2118,-233.33,-113.23,116.09,-122.42,-120.94,123.23,0.14,3.46,686.25,7.19,11978.72,3,fixedpt,l2e2compZmmul
22,2120,-223.21,-115.3,117.55,-120.07,-116.55,118.84,0.14,3.59,679.98,7.78,12679.6,3,fixedpt,l2e2compZmmul
23,2125,-231.5,-111.92,114.41,-120.48,-116.55,118.84,0.14,4.26,701.27,8.38,13402.68,3,fixedpt,l2e2compZmmul
24,2126,-237.9,-124.29,126.6,-121.14,-121.01,123.3,0.14,4.45,758.69,8.12,14184.74,3,fixedpt,l2e2compZmmul
25,2125,-243.85,-141.42,143.06,-132.47,-121.09,123.36,0.14,4.44,708.72,8.17,14915.16,3,fixedpt,l2e2compZmmul
26,2125,-193.44,-103.54,106.21,-120.78,-116.55,118.82,0.14,4.54,786.56,8.54,15725.97,3,fixedpt,l2e2compZmmul
27,2128,-208.26,-108.64,111.17,-120.94,-119.43,121.72,0.14,4.6,765.93,8.5,16513.98,3,fixedpt,l2e2compZmmul
28,2130,-184.57,-96.9,98.01,-119.63,-116.1,119.06,0.18,4.48,779.1,8.87,17319.16,3,fixedpt,l2e2compZmmul
29,2132,-207.33,-116.77,118.62,-116.68,-116.58,118.88,0.14,4.89,804.14,9.55,18147.5,3,fixedpt,l2e2compZmmul
30,2133,-217.77,-109.58,111.81,-117.23,-116.5,118.77,0.14,4.91,729.44,10.22,18903.73,3,fixedpt,l2e2compZmmul
31,2136,-207.73,-109.41,112.45,-115.92,-115.26,118.38,0.19,5.21,842.9,10.69,19772.45,3,fixedpt,l2e2compZmmul
32,2142,-202.09,-107.56,111.62,-117.64,-116.19,119.14,0.18,5.45,880.4,10.7,20680.11,3,fixedpt,l2e2compZmmul
33,2136,-207.77,-115.07,117.92,-115.23,-111.34,114.29,0.18,5.17,820.68,10.28,21524.13,3,fixedpt,l2e2compZmmul
34,2141,-201.42,-116.31,119.87,-116.39,-115.86,118.81,0.18,4.93,871.63,10.75,22422.5,3,fixedpt,l2e2compZmmul
35,2151,-206.84,-107.66,110.53,-111.13,-111.13,114.07,0.18,5.27,907.25,10.46,23355.02,3,fixedpt,l2e2compZmmul
36,2153,-213.03,-120.63,123.55,-121.59,-115.86,118.81,0.18,5.27,880.5,10.82,24262.33,3,fixedpt,l2e2compZmmul
37,2157,-201.38,-118.36,121.03,-112.22,-111.14,114.08,0.18,5.57,966.7,11.13,25255.98,3,fixedpt,l2e2compZmmul
